,title,answer_count,follower_count,detail_text
0,网传Claude通过原生消息传递获取用户位置，再以隐写术隐蔽回传封杀中国大陆用户，什么情况？你怎么看？,522,1665,2580w
1,上海一高校将追究《为什么导师喜欢娶自己的博士？》作者的责任，「底刊」论文的法律边界在哪里？,69,279,487w
2,6 月鸿蒙智行交付超 5 万台，小米汽车再破 3 万台，如何看待各家车企表现？行业下半年走势如何？,100,157,324w
3,鲍鱼的价格被打下来了，为什么三文鱼的价格打不下来?,94,235,307w
4,随着德国荷兰被淘汰，法国是不是已经稳进决赛了？决赛能否重现法国VS阿根廷？,116,202,244w
5,泰山景区建 135 公里刀片刺绳隔离网，出于哪些考虑？为何争议这么大？这会对当地生态造成影响吗？,74,103,232w
6,由周星驰导演即将上映的《功夫女足》为何多人唱衰？,442,544,222w
7,为什么在生活中几乎看不到雪茄？,300,616,211w
8,香港演员吴启华卖20岁肖像权拍AI电影，如何看待这一选择？对行业意味着什么？,152,274,200w
9,窦文涛追问 Papi 酱为何不叫继母「妈妈」，还反问「你觉得你对吗」，如何评价他的访谈方式？,183,298,197w
10,至少经过多少个人，可以将马腾和马化腾联系起来？,164,384,151w
11,如何评价优必选情感陪伴超仿生机器人正式亮相？看完后，你会购买吗？,37,48,142w
12,博主分享东北老妈把欧洲法棍上锅蒸了，法棍变得「入口即化」，为什么欧洲人没想过把法棍蒸一下呢？,688,1200,140w
13,美团开源万亿参数大模型 longcat-2.0，将对大模型领域和 AI 行业产生哪些影响？,18,113,138w
14,60 岁父亲背 8 个鸡蛋接考，考生考出 526 分，平凡家庭该怎样托举学子前行？,102,174,137w
15,世界杯用球「三重浪」设计成部分门将噩梦，被指进球多、失误多，真是球的问题吗？这一设计有什么特殊之处？,16,48,127w
16,《老友记》中为什么大家都喜欢往莫妮卡那个乱七八糟的家里跑？,20,44,119w
17,董明珠喊话百位股东家电不换格力凭什么分红，如何看待她这一发言？,73,87,107w
18,如何看待 DeepSeek 招聘多处点名要求 Rust？,32,170,102w
19,国际黄金价格跌破4000美元/盎司后，未来有可能进一步跌到3000美元/盎司吗？,29,45,81w
