,title,answer_count,follower_count,detail_text
0,美国行为科学家指出，经常倍速看视频竟然容易伤脑，2-3 倍速危害最大，是真的吗？什么原理？,162,407,634w
1,如何看待 Gitlab 将停止为中国区用户提供服务，强制中国开发者转移到付费的极狐，不迁则删账号？,160,837,257w
2,特种作战经常先悄悄干掉哨兵，现在哨兵能安上生命特征报警的东西吗？,108,332,218w
3,网传雷克萨斯将在上海建厂生产纯电车型，公司回应「不予置评」，有多大可能改善雷克萨斯在中国的颓势？,71,110,195w
4,古代行军为什么一定要走关口，翻山越岭搞奇袭不行吗？,68,82,140w
5,2025 年汽车价格战会持续吗？车企内卷到底是好事还是坏事？,61,86,96w
6,刘备“织席贩履”出身，为什么会得到一大群英雄豪杰追随？,27,37,84w
7,乌克兰将从明年 1 月 1 日起停止俄石油和天然气过境运输，将产生哪些影响？,175,445,53w
8,2024 年有哪些身边的小事让你热泪盈眶？,27,41,50w
9,一直无法理解王阳明的龙场悟道厉害到什么程度，懂得人能讲讲吗?,268,1559,40w
10,网传可可西里网红狼疑似「被卡车撞死」，真实情况如何？该事件对生态保护有哪些启示？,427,824,27w
11,肖秀荣发文称考研政治出题风格有向高考公考靠拢迹象，想拿高分需通过做题进行大量训练，如何看待这一变化？,89,411,10w
12,取消公摊后如何弥补之前买房的公摊？物业费能少交吗？,175,460,5.4w
13,2024年你最喜欢的MLSys相关的工作是什么?,17,374,4.7w
14,待业一年，不敢面对任何社交、完全自我封闭，我到底在「怕」什么？持续封闭下去会有心理危害吗？,39,255,4w
15,《火影忍者》里自来也死前为什么不直接在青蛙背上写“没有本体”？,40,76,3.9w
16,你觉得下一代掌机如何与手机竞争？,26,54,3.7w
17,王子腾为什么不把女儿嫁给贾宝玉？,35,70,3.2w
18,2024 德玛西亚杯 TES 2-0 战胜 iG 挺进四强，如何评价这场比赛？,63,75,3.2w
19,豆包视觉理解模型比行业平均价格便宜 85％，是技术突破还是在低价竞争？,78,165,3.2w
