,title,answer_count,follower_count,detail_text
0,寒武纪总市值突破 5000 亿元再创历史新高，此次上涨的原因是什么？未来前景怎么样？,199,445,670w
1,传奇虎王箭头患骨癌病逝，死前五天瘦骨嶙峋仍然击杀了体长接近的鳄鱼，为什么老虎的战斗力如此强悍？,51,307,652w
2,尖扎黄河特大桥施工绳索断裂致多人遇难，为何选择在凌晨 3 点施工？绳索断裂原因可能是什么？,22,70,396w
3,美国政府正式入股英特尔获 10% 股份，以低于市场价购入，这场交易能为双方带来什么？,106,216,351w
4,警校为什么叫师兄师姐而不是学长学姐？不小心叫了学长学姐对方会不高兴吗？,89,179,317w
5,英伟达暂停 H20 芯片生产，美欧就贸易协定框架达成一致，背后的原因和影响是什么？,45,149,300w
6,部分地区猪价跌入「6 元时代」，为什么猪肉价格这么低？还会继续下跌吗？,96,234,283w
7,居民反映乡政府人员缺岗后遭民警上门谈话，官方通报「没有语言恐吓」，怎样从法律角度解读？,361,639,265w
8,媒体曝光「大量被机场拦截的充电宝在二手平台售卖」，为什么会这样？这些充电宝流入市场有哪些安全隐患？,67,179,248w
9,女子称姓苟影响工作生活，申请改姓未获批准，因其直系长辈无「敬」姓，如何从法律角度解读？,54,91,211w
10,莱万9分钟进五球，和麦蒂的35秒13分，哪个更难？,210,433,144w
11,如何看待外媒称韩国射箭国家队选手张彩焕因在社交平台造谣「中国干预韩国大选」而遭韩国射箭协会处分？,100,201,141w
12,鲍威尔暗示美联储可能降息，美股集体大涨，美元跳水，黄金直线拉升，中国资产大涨，哪些信息值得关注？,26,79,137w
13,如何看待海贼王最新一话中夏琪是峰巢岛的宝藏的设定?,21,26,128w
14,在电视剧《生万物》中，有哪些剧情是非常不合理的？,19,32,121w
15,泰山为什么还会有挑山工呢？,64,105,119w
16,上海高一女生军训第四天倒地后死亡，病历显示死亡原因不明，可能是哪些原因导致死亡？学校该承担责任吗？,251,529,95w
17,比亚迪李云飞再提「不拉踩同行」呼吁「迪粉」避免网络纷争，如何看待他这表态？能改变如今车圈舆论生态吗？,30,31,83w
18,为什么我觉得现在的游戏角色无论从世界观、形象、动作，都没有个性大不如前了？,23,46,78w
19,在上大学前有什么课程需要提前预习？,24,37,70w
