,title,answer_count,follower_count,detail_text
0,新一代人造太阳「中国环流三号」突破「双亿度」，中国聚变挺进燃烧实验，意味着什么？哪些技术细节值得关注？,124,532,1315w
1,希望小学近 3 万买除颤仪只值 1 万多、采购餐盘花 24 万，多部门介入调查，具体情况如何？,239,536,773w
2,26 岁北大研究生回应当食堂阿姨，比互联网大厂更快乐，想做食堂经理，如何看待她的选择？,100,280,418w
3,缅甸 7.9 级强震已造成该国所有受灾地区 1002 人死亡，目前救援情况如何？有哪些难点？,42,107,319w
4,95 后女孩出租自己，1 年假结婚七八次，称自己为「生活演员」，怎样看待这一职业？,162,341,235w
5,英语真的越来越不重要了么？,669,1487,230w
6,湖南文理学院回应副教授出轨女学生，涉事人员已停职停课，纪委已启动调查，后续进展如何？,156,460,220w
7,想考虑博士毕业gap半年稍微休息一下，但仿佛在这片土地上gap是种原罪，慢一步这辈子就毁了，怎么办？,63,153,210w
8,清朝为什么不认金朝祖宗，反而把宋朝视为正统延续？请进了帝王庙?,46,175,195w
9,王兴兴最新发声「今年的需求点爆了，不光是宇树科技」，机器人行业发展现状如何？,50,157,171w
10,如何评价知名网络主播「甲亢哥」Speed 于 3 月 28 日在河南的直播？,408,1081,167w
11,《新还珠格格》重映收视第一，为什么它还会这么受欢迎？你对这部剧有哪些记忆？,30,51,167w
12,电商平台首个「AI假图」治理规则上线，如何看待这一举措？要怎样治理才能让消费者和商家双赢？,48,85,154w
13,中国肥胖率最高的省是河北，北方地区的肥胖率普遍高于南方，是什么原因让北方人更容易发胖？,41,85,138w
14,24-25赛季NBA常规赛勇士 111:95鹈鹕，库里伤愈复出，如何评价这场比赛？,18,20,137w
15,韩国大型山火已致 28 人死亡，山林受灾面积创韩国历史最高，当地情况如何？为何灾害如此严重？,43,96,129w
16,如何看待《崩坏：星穹铁道》3.2遐蝶的仓库技能?,37,34,122w
17,「壹号土猪肉」的「壹号土」被曝是注册商标，该公司使用「壹号土猪」标识做宣传合适吗？,28,51,118w
18,如何看待《崩坏:星穹铁道》3.2前瞻?,29,35,96w
19,《雷霆特攻队*》《星际宝贝》《会计刺客 2》三部好莱坞电影确认引进内地，对于这些作品你有哪些期待？,25,50,96w
