,title,answer_count,follower_count,detail_text
0,阿维塔风洞测试低风阻状态下风阻系数为 0.217，与官方宣传 0.21 相差不大，怎样看待这一结果？,402,704,695w
1,古代的裙裳都几乎拖着地面了，是不是得经常洗？,283,2099,400w
2,网友称在银行买到「掺假金条」，涉事银行回应情况不属实，购买金条时要注意什么？可以怎样鉴别？,54,145,310w
3,巴基斯坦正式对印度发起军事行动，此前成功拦截印度导弹，印巴冲突会走向何方？印巴双方军事战力如何？,688,1762,281w
4,24-25赛季NBA季后赛雷霆 104:113 掘金，如何评价这场比赛？,84,83,253w
5,网传上海微软大裁员，赔偿金 N+8，是真的吗？上海微软为什么会大裁员？,24,97,241w
6,孩子已参加工作，每天晚上下班就坐在电脑前玩游戏至零点，且屡劝不改，应该怎么办？,100,159,211w
7,为什么有些人交朋友能交到很多生死之交比如宋江刘邦，而有些人却只能交到酒肉朋友？,17,69,180w
8,网友称自己手机信号变成 5G-A，什么是 5G-A 信号？与 5G 相比有哪些不同？你手机信号变了吗？,25,65,120w
9,不懂就问，足坛上有哪些出名的体力怪？,49,68,112w
10,我国 4 月 CPI 同比下降 0.1%，PPI 同比下降 2.7%，如何解读？哪些信息值得关注？,41,145,109w
11,雷军发文称「过去一个多月是我创办小米以来最艰难的一段时间」，如何理解？小米车祸风波对小米影响有多大？,552,794,105w
12,如何看待外行领导内行？,21,34,99w
13,我的领导跟我说「你的工资里含了你受委屈的溢价」，大家觉得这话对吗？,168,277,87w
14,如何看待百度导航在地图路面上打广告？这会分散驾驶员注意力吗？有哪些安全隐患？,309,545,80w
15,印度为什么不在这次的印巴冲突里使用射程340公里的印度国产阿斯特拉导弹？,95,310,78w
16,巴方称使用「枭龙」战机击毁印度 S-400 防空系统，如何评价这两种战机装备的实战能力？,158,314,76w
17,研 0 们都在干嘛，有什么建议？,134,360,73w
18,人是由原子构成的，原子没生命，人怎么有生命？人本质上是不是由原子组成的机器？,29,56,72w
19,在同一个作品里同时出现武侠和修真，怎么写战斗体系不崩坏？,45,51,66w
