,title,answer_count,follower_count,detail_text
0,「3·15」晚会揭秘食品企业非法添加、金融消费新型骗局等，哪些内容值得关注？有何警示意义？,450,910,3535w
1,《英雄联盟》2025 全球先锋赛半决赛 HLE 3:0 零封淘汰 TES，如何评价这场比赛？,445,510,1322w
2,《黑神话》不参与Steam春促，是否意味游戏销量已触顶？,123,182,545w
3,3·15 曝光家电维修刺客「啄木鸟家庭维修」，无病乱修、小病大修，其中套路有多深？消费者该怎样辨别？,189,397,479w
4,《哪吒 2》总票房超 150 亿，位列全球影史票房榜第 5 名，哪吒 2 还能走多远？,358,673,385w
5,3·15 曝光翻新卫生巾、安睡裤，知名母婴品牌残次料被翻新售卖，暴露了哪些问题？对健康有哪些危害？,155,312,381w
6,西安交通大学通报副教授论文全文抄袭，情况属实，王某某被解聘，如何看待这类学术不端行为？有何警示意义？,59,205,378w
7,3·15 曝光获客软件窃取个人隐私，包括电话、微信账号等，每日处理 100 亿条数据，暴露了哪些问题？,75,244,354w
8,3·15 曝光借贷宝、人人信平台电子签高利贷+砍头息，借 5000 到账 3500，背后还有哪些风险？,53,145,241w
9,累计 2876 名缅甸妙瓦底的中国籍涉诈犯罪嫌疑人被分批押解回国，哪些信息值得关注？,152,394,222w
10,A 股总市值创历史新高，突破 99 万亿元，怎样解读？后续走势会怎样？,80,293,175w
11,蜜雪冰城被曝使用过夜水果切片，饮料杯盖中苍蝇乱爬，店员称不敢喝自家柠檬水「有点害怕」，具体情况如何？,416,820,148w
12,3 月 15 日北京多区域出现明显降雪天气，你那里下雪了吗？三月份为什么还会下雪？,17,26,139w
13,《甄嬛传》皇上死的时候，甄嬛为什么没告诉雍正孩子是果郡王的？,95,362,123w
14,如何评价啄木鸟就 315 曝光的虚高收费、小病大修等问题道歉？维修行业标准化透明化是很难的事吗？,20,28,119w
15,假如将来不用燃油坦克，改用新能源坦克，是不是才能说明新能源车真正战胜了燃油车？,247,455,108w
16,如何评价京东2024Q4及全年财报？,24,55,108w
17,3·15 曝光保水虾仁磷酸盐超标，超量添加保水剂、包冰增重，一斤虾仁七两冰，暴露哪些问题？有哪些危害？,52,141,102w
18,为什么龟没有完全抢占鳖的生态位、淘汰掉鳖？,17,73,98w
19,宁德时代 2024 年营收同比降 9.7%，归母净利润却增 15.01%，如何解读这份年报？,18,49,81w
