,title,answer_count,follower_count,detail_text
0,本轮牛市会如何收场？,552,1905,615w
1,美联储报告称亏损已破 2000 亿美元，美联储为何巨亏？2024 年还会大幅降息吗？,58,333,237w
2,既然如此，黎巴嫩真主党和以色列国防军总有一个是恐怖分子吧？你觉得谁是恐怖分子，为什么？,42,66,126w
3,S14瑞士轮HLE VS GEN，如何评价这场比赛？,27,32,105w
4,马龙林诗栋明天将对决WTT男单冠军赛，你对本场比赛的看法和预测？,28,33,97w
5,为什么大多数玩家对于《崩坏星穹铁道》中星际和平公司到雅利洛六号上门讨债的行为如此厌恶？,223,259,71w
6,如何评价《黑神话：悟空》「马哥」这个 NPC？,94,170,59w
7,五年后，游戏行业还有看头吗？,31,61,59w
8,如果你的超能力是可以控制一条无限长的线，但线的直径只有一纳米，那你能做什么？,58,89,49w
9,为什么王语嫣会认为段誉会是天下第一？,311,485,48w
10,如何看待2024年金摇杆中，《黑神话》仅获1项提名？,352,530,48w
11,为什么大型食肉动物都是无毒的？,24,72,48w
12,S14 瑞士轮胜者组 LNG 2:0 DK 成为第一支锁定八强名额队伍，如何评价这场比赛？,102,123,45w
13,国乒新生代焦点战，林诗栋 4:2 向鹏晋级 2024 WTT 中国大满贯男单决赛，如何评价本场比赛？,42,50,38w
14,当你去面试时，面试官说：“你前面一位面试者是清华毕业的，为什么我要录取你而不是他呢”，该如何回答？,952,1356,37w
15,大学生在上课期间做了兼职，是否还要问家里要生活费？,79,94,36w
16,自己一个人吃饭，你会做什么?,4046,13841,34w
17,如何评价美剧《黄石》？,173,1014,32w
18,马龙战胜队友梁靖崑，晋级 WTT 中国大满贯男单决赛，将对阵林诗栋，如何评价这场比赛？,85,137,30w
19,对方主动给的和伸手要来的有什么不一样？,29,82,17w
