,title,answer_count,follower_count,detail_text
0,警方通报全红婵遭网暴案，群主徐某变换昵称多次发表侮辱言论，被行拘十日并处罚款，此事件有哪些警示意义？,478,818,2269w
1,小米食堂发布「小米」冰激凌，有标准版、Pro 版、Max 版三种版本，怎样看待小米把产品思维刻进日常？,146,279,392w
2,如何评价 DiskGenius 这款软件？,232,1641,210w
3,携程、美团等 7 家涉火车票销售平台被约谈，自动化的大规模、高频次抢票操作被限制，如何解读？,44,175,204w
4,如何评价中国围棋协会官宣「中国队即将参加2026年LG杯」？,85,128,149w
5,追觅科技俞浩要砸2亿年薪招首席科学家，疑因宇树科技挖人抢项目发飙，这薪资是什么水平？双方竞争关系如何？,35,74,145w
6,美以袭击伊朗进入第 42 天，当前局势如何？哪些信息值得关注？,243,685,143w
7,外交部回应日本「降级」日中关系，表示日方应以实际行动维护中日关系政治基础，如何看待日本这一举动？,158,358,140w
8,媒体称 NASA 发布有史以来「最清晰的月球照片」，是真的吗？有哪些细节值得关注？,48,194,137w
9,为什么现在麦当劳没有24小时营业了？,38,94,120w
10,普京宣布东正教复活节停火 32 小时，乌方表示跟进，这一节日对双方有多重要？可能成为双方和谈的契机吗？,58,146,113w
11,为什么有的人手游一单648猛猛冲，为精品单机游戏买单却抠抠搜搜不愿意？？,91,109,105w
12,意大利世界排名第 12 却无缘世界杯，这反映出足球预选赛制度的哪些问题？,69,117,100w
13,美财长与美联储主席召开紧急会议，称 Claude 新模型对金融业有巨大风险，是指什么？究竟有多危险？,23,165,98w
14,伊朗议长将率团与美国谈判，美方由副总统万斯率团，谈判主要有哪些议题？最终决定权是否仍在最高领袖手中？,66,205,97w
15,A×A＋A=272，求A，有没有简单的方法，适合三年级小朋友的思维方式？,215,217,96w
16,在电视剧《危险关系》中有哪些让你觉得细思极恐的剧情片段？,17,51,83w
17,电影《绣春刀》里面，丁修在没有马的情况下，砍死 11 个满洲骑兵，现实中难度有多大？,612,951,74w
18,中年人怎么锻炼可以减掉大肚腩？,222,405,73w
19,如何看待网传某校规定大学生不得「擅自实习」？,63,178,72w
