,title,answer_count,follower_count,detail_text
0,全是预制菜的萨莉亚，为什么不被骂？,472,750,793w
1,美联储后续降息三次已经可以确定了吗?,27,92,296w
2,豆包月活超越 DeepSeek，夺 8 月中国原生 AI App 月活第一，反映了行业哪些趋势？,294,805,185w
3,警方通报「嘎子哥」谢孟伟在拍戏期间穿警服进行直播带货，被依法行政拘留 7 天，怎样从法律角度解读？,70,141,170w
4,网友感叹吃不起路边摊，动辄三四十元，为何路边摊越来越贵了？你认为导致这一现象的原因是什么？,175,365,135w
5,奥迪E5 Sportback售价23.59万元起，辅助驾驶全系终身免费，20万级纯电奥迪能否闭眼买？,82,143,128w
6,深铁集团今年来累计向万科提供借款近 260 亿，深铁为何多次「输血」？万科能走出困境吗？,45,185,124w
7,奥特曼设定的身高才几十米，为什么tv里参照物看起来有几百米高？,16,41,123w
8,「车顶维权」女车主胜诉，特斯拉须提供事完整行车数据，怎样从法律角度解读？拿到行车数据有多重要？,79,241,118w
9,哥哥用打火机电击洗澡妹妹致其烧伤，为什么会导致这么严重的伤害?,76,132,113w
10,2026 年起购买新能源汽车恢复征税，车购税至少缴 5％，对购车者和新能源汽车行业将产生怎样的影响？,58,201,112w
11,如何评价华为 2035 系列报告中「未来 10 年算力总量增长 10 万倍」的预测？,41,143,103w
12,菲律宾多地举行反贪腐示威，军队进入「红色警戒」状态，这意味着什么？目前当地情况怎么样？,30,75,96w
13,车澈在工作聚餐后酒后拥抱乃万，如何评价他这一行为?,60,104,91w
14,欧盟宣布对以色列制裁措施，将包括暂停贸易优惠等，会对以色列带来哪些影响？,40,86,90w
15,网传甘肃一高校有女生校内分娩、失血过多，校方回应「大人小孩平安，正调查」，如何看待此事？,153,303,87w
16,如何看待飞天茅台量增价减，跌破 1800 元/瓶？临近假期白酒旺季，贵州茅台该如何稳市？,182,341,84w
17,如何评价小米17Pro的外观?,60,87,82w
18,福建一中学强制女生剪「斜面短发」，有家长称学校一刀切规定发型很过分，怎样看学校的规定？合理吗？,28,34,79w
19,9月16日，人民日报发表刘慈欣撰文《大时代推动是〈三体〉成功的最深层原因》，这意味着什么？,178,447,79w
