,title,answer_count,follower_count,detail_text
0,北大、清华、上海交大等多所高校宣布扩招计划，哪些信息值得关注？扩招有哪些影响？,227,592,557w
1,年轻人胃癌发病率增长近 80%，其中女性发病率更高，为何熬夜会成高危因素？日常生活有哪些注意事项？,82,326,520w
2,24-25赛季NBA常规赛湖人 101:111 凯尔特人，如何评价这场比赛？,71,80,270w
3,有哪些诸如“小偷偷偷偷东西”这种同字连续出现的句子？符合汉语语法规范的句子最多出现几个连续相同的字？,205,342,254w
4,2 月份全国居民消费价格同比下降 0.7%，环比下降 0.2%，如何解读？,61,145,223w
5,中国、伊朗、俄罗斯 3 月上旬将举行「安全纽带-2025」联合演习，有哪些信息值得关注？,61,161,219w
6,金子为什么是金色，而不是普通金属的银色？,58,804,195w
7,为什么加拿大远比澳大利亚寒冷，但是人口却是澳大利亚的1.5倍？,173,745,189w
8,24-25赛季NBA常规赛活塞 110:115 勇士，如何评价这场比赛？,32,37,186w
9,代表说 996 不理想应该 888 工时，具体是怎么安排？这可行吗？,53,103,169w
10,俄境内四分之三乌军被包围，报道称乌军或将撤出库尔斯克，普京准备有条件接受乌克兰停火，局势或将如何进展？,56,114,165w
11,为什么现在逛博物馆这么流行？,92,174,161w
12,网友称上海馒头已遥遥领先，一个就有一斤多，含红薯、芋头、南瓜、紫糯等馅料，你觉得这还算馒头吗？,31,48,115w
13,为什么不能取消儿科，让不同症状的孩子去其他不同科室看病？,812,2010,110w
14,给你一千万，要求你立刻辞职，你愿意吗？,7409,7618,108w
15,伊利能成为亚洲第一的原因有哪些？,284,355,107w
16,为什么欧洲的英吉利海峡和日本的津轻海峡都有海底隧道，而中国的琼州海峡没有？,30,113,106w
17,为什么美国的校车那么结实？什么公司负责生产制造？,19,128,105w
18,2025 年楼市「小阳春」为何值得期待？其对房地产市场止跌回稳的意义是什么？,66,121,66w
19,如果《葫芦兄弟》中的蛇精姐妹进入当代职场，会有什么样的表现？,23,48,60w
