,title,answer_count,follower_count,detail_text
0,男子砸陌生人车窗取 AED 救心梗父亲，事后车主称不追究责任，愿自费修车，如何看待此事？,508,956,1327w
1,封神视效管理公司辟谣，称外包公司 4500 元制作殷郊法相不实，如何看待此回应？电影特效到底贵在哪？,277,426,761w
2,《哪吒 2 》将于海外上映，多地点映预售「秒空」，票房已破亚洲纪录，《哪吒 2 》能否成功「出海」？,184,466,609w
3,宠物狗送潘宏处驯化成网红，主人拿回狗狗被要求不准用狗带货接广告，违约需赔偿百万元，这一要求合理吗？,122,226,394w
4,如何看待“历尽艰辛的飞升者，成了围剿孙悟空的十万天兵之一”这句话？,881,1635,190w
5,《哪吒之魔童闹海》盘活了一些老旧的线下电影院，如何看待此事？后续这些影院能恢复正常运营吗？,23,40,154w
6,「丽江机场值机员撕登机牌」调查结果公布，两名涉事人员待岗，具体情况如何？暴露出什么问题？,16,31,136w
7,2 月 10 日第59届超级碗，费城老鹰 40-22 击败堪萨斯酋长，如何评价两队球员在场上的表现？,23,30,118w
8,兰州一政务大厅窗口职员上班睡觉，官方回应「上班打盹会批评」，如何看待此事？,209,331,115w
9,林诗栋反超王楚钦成为男单世界排名第一，如何评价林诗栋近期的比赛表现？林诗栋登顶对国乒意味着什么？,25,30,110w
10,存 2 年不如存 1 年，如何看待银行利率出现罕见倒挂？都有哪些原因？,16,43,96w
11,二战期间，美国造了155艘航母，现在为何造一艘航母都费力？,23,40,91w
12,如何看待特朗普声称已与普京通话，俄乌结果会如何？,71,143,90w
13,Deepseek 写出过哪些惊艳的诗词？,239,551,88w
14,如何看待丽江机场无中转联程，值机柜台撕毁卓越终身白金卡旅客登机牌并偷偷取消其网上值机，导致险些误机？,111,270,85w
15,如何看待雷军开小米 YU7 实测一千三百公里，中间充电 2 次？这是什么水平？,55,108,84w
16,为何国家航天局突然公开招聘「行星防御岗」人员？,136,459,83w
17,面试官问我期望工资，我说 8000 元面试官表示达不到，还问我最低线是多少，我能说吗？,24,45,81w
18,如何看待猫眼预测《哪吒 2》票房最终将达到 120 亿？,176,286,79w
19,《怪物猎人：荒野》能复现崛起和曙光的成功吗？,31,32,68w
