,title,answer_count,follower_count,detail_text
0,新华社官微发文《「耿同学」打假，值得深思的是什么？》，该事件还有哪些角度值得深思？,361,1121,640w
1,印度最高气温超 47 摄氏度已致 16 死，用电峰值连破纪录，反映出哪些问题？会怎样影响日常生活？,134,348,584w
2,「三体公司」原 CEO 许垚被执行死刑，此案有何警示意义？,54,167,540w
3,如何看待小米公布 2026 年第一财季财报，营收 991 亿元、净利润 61 亿，有哪些值得关注？,139,287,371w
4,于东来称胖东来将建小区，会公开建筑设计用材、质量水平和费用，跨界地产是出于怎样的商业考量？你看好吗？,547,1117,273w
5,如何看待美国顶流左翼键政网红哈桑·派克（Hasan Piker）因支援古巴被传唤？,33,132,247w
6,交警让我靠边停车，我不停直接开走了会怎么样？,68,196,198w
7,如何评价杨紫新剧《玉兰花开君再来》全阵容删除林志玲？,55,148,188w
8,如何看待广州2026年将试点收购300万元以内、70㎡以下二手住宅？,29,104,177w
9,英国高铁2号线再次超支延期，搞了 17 年未铺一寸轨道，成本暴增至最高 9370 亿元，如何看待此事？,55,127,160w
10,如何看待湖南救灾女干部因戴耳环遭网暴？这是不是一种对基层干部的「道德绑架」？,32,55,159w
11,如何看待王鹤棣与沈月因综艺节目中的一句玩笑引发的公开冲突？,21,21,152w
12,为什么感觉现在陶喆比王力宏受欢迎？,95,158,137w
13,为什么外国火腿可以生吃，中国火腿不行？,46,68,122w
14,世界第一届无药检兴奋剂运动会结束，最终仅一项成绩超过世界纪录，百米第一仅9秒95，如何评价此项赛事？,93,246,122w
15,如何评价comma.ai创始人George Hotz断言AI编程Agent无法真正编程？,20,59,122w
16,于和伟、胡歌、肖战争视帝，孙俪、杨幂、杨紫、吴越争视后，如何评价第 31 届白玉兰提名名单？,59,85,113w
17,除了小米，美的格力海尔等品牌是否也应公开通报安装造假案例？,48,103,104w
18,每天坚持走1万多步，真的有好处吗？,41,180,103w
19,如何评价《原神》「月之七」版本活动「幻友绮旅」？,21,20,96w
