,title,answer_count,follower_count,detail_text
0,杨铭宇黄焖鸡被曝回收剩菜再卖给顾客，如何看待此事？连锁餐饮品牌食品安全如何保障？,283,570,960w
1,商务部约谈沃尔玛，此前沃尔玛要求中国供应商降价，如何看待此次约谈？美对华加征关税还将引发哪些连锁反应？,489,1276,867w
2,《英雄联盟》2025 全球先锋赛循环赛 KC 2:0 力克 TES，如何评价这场比赛？,295,304,348w
3,62 岁阿汤哥「冷冻自己」延缓衰老，冷冻机可降至 -140 度，这个方法可行吗？有哪些风险？,99,249,335w
4,成都动物园回应黑豹肚子大行走困难，称「吃得太好了，在减肥」，肥胖的原因可能有哪些？动物减肥容易吗？,80,265,220w
5,小米 SU7 车主称驾驶中疑遭刹车失灵，工作人员称有接头接错，如何看待这一爆料？若属实，暴露哪些问题？,290,514,214w
6,26 岁小伙陪爬泰山一年赚 30 多万，一天两次，「陪爬泰山」为啥能火？频繁爬山有何注意事项？,145,354,207w
7,复旦校长称将把文科招生比例从 30% 降低至 20% ，这一变化意味着什么？,92,270,202w
8,猫咪为啥会陪人睡一晚上呢？,44,125,180w
9,始祖鸟吊牌被炒到最高 300 元一张，如果去掉吊牌和 logo，你愿意为其面料和功能买单吗？,75,162,132w
10,如何看待 Google 最新开源的 Gemma-3 系列大模型？,16,54,123w
11,WTA 印第安纳维尔斯赛郑钦文 2:0 科斯狄克，8 强将战斯瓦泰克，如何评价她的比赛表现 ？,15,19,112w
12,郭芙对杨过说“你宝贝师父自己做的事，她自己才知道” ，为什么会被杨过打耳光？,36,76,105w
13,靳东建议成立国家遗嘱库，有何意义？能落地实施吗？,22,30,102w
14,如何看待华为招聘作弊黑产业链？华为处理多位相关责任人能有效解决该问题吗？,155,586,97w
15,住建部明确「2000 年以前建成的老旧小区全部纳入城市更新改造范围」，改造难度有多大？将带来哪些便利？,343,1371,92w
16,损失一个双航母战斗群对于现在的美国海军来说算是伤筋动骨吗？,101,235,85w
17,理想中的老年生活是什么样子？,44,46,67w
18,DMA外挂真的无解吗？,48,147,59w
19,OpenAI 发布全新 Agent 工具，会如何改变开发流程？应用场景有哪些？对企业来说意味着什么？,28,148,58w
