,title,answer_count,follower_count,detail_text
0,《黑神话：悟空》IGN 总部打出 8 分，IGN 中国开出满分 10 分，对此你有什么想说的？,553,881,597w
1,广东本轮新冠感染，年轻人成「重灾区」，为何本轮疫情中年轻人的症状更加明显？普通人该如何加强防控？,161,481,391w
2,网传王自如疑似从格力离职，内部 OA 显示为离职状态，具体情况如何？和限高令有关吗？,72,227,361w
3,「智障男子抢劫案」再审改判无罪，法院判决国家赔偿 234 万余元，如何从法律角度解读该案？,84,189,186w
4,江苏南通一废旧航母在拆除改造时发生火灾，官方回应「无人员伤亡，原因正在调查」，具体情况如何？,27,48,105w
5,烽火戏诸侯《剑来》动画化作品已上线，哪些地方体现了原著的原汁原味呢?,20,28,80w
6,各位如何理解谋士以身入局，举棋胜天半子？,15,59,79w
7,什么游戏玩的时候能玩一整天，不玩的时候几个月不碰？,169,167,64w
8,单依纯新歌《纯妹妹》上线，好不好听？质量怎么样？,104,116,60w
9,美国篮球队巴黎奥运会期间都住在一家未公开的豪华酒店，为何美国篮球队不像其他运动员一样都住在奥运村？,112,262,58w
10,为什么史铁生的家人避免刺激他，但余华、莫言等好友却不用顾忌?,52,181,57w
11,河南省监狱管理局通报「18 岁考生」事件 ，韩某某出生年月存疑，不予录用，透露出哪些信息？,143,352,57w
12,生于 1986 年，他信女儿贝东丹，当选泰国新一任总理，这对泰国政治将有何影响？,45,144,57w
13,加沙超 4 万人死亡，挖墓人称「墓地已无处埋葬死者」，目前巴勒斯坦局势如何？这场战争何时能结束？,48,72,56w
14,七部门发文推进汽车以旧换新，补贴翻倍，提高到2万元和1.5万元，已发补贴可补齐差额，将产生哪些影响？,116,275,56w
15,在消费电子领域，中国品牌有哪些「世界领先」的技术？,44,80,55w
16,喜欢哪些文案？,78,108,52w
17,《红楼梦》芳官为什么嫌弃柳嫂子给她单独做的三菜一汤油腻？,64,116,52w
18,商务部将进一步放宽外国投资者战略投资上市公司的限制，拓宽外商投资渠道，释放了哪些信号？,39,88,51w
19,爱情就是爱情，永远不会变成亲情，你认同吗？,59,84,50w
