,title,answer_count,follower_count,detail_text
0,四川南充一菜地冒起明火，已持续燃烧 7 天，雨水也浇不灭，可能是什么原因造成的？,153,338,431w
1,小米就接触争议博主一事发布处罚声明，经办人员被辞退，许斐和徐洁云取消奖金，怎样看待小米这一处罚？,799,1271,408w
2,38岁，最近单位提拔，因未及时找领导表达上进决心，也没好意思拉票，结果失败，现在各种后悔，怎么办？,293,592,385w
3,昨天吃年夜饭，领导指着端上来的鱼说:“鱼是好鱼，就是刺多。”这个我该怎么接啊？,352,411,334w
4,特朗普考虑动用美军等一系列选项得到格陵兰岛，欧洲多国发布联合声明，后续可能会如何发展？格陵兰岛危险吗？,399,779,288w
5,哈尔滨零下 20 度，外国游客穿短裤光腿，他们是真的不怕冷吗？为什么会这么抗冻？,80,172,243w
6,特朗普称「委内瑞拉临时政府将向美移交 3 千万至 5 千万桶石油」，委内瑞拉妥协了吗？,246,436,222w
7,陈天桥代季峰团队实现 30B 参数跑出 1T 性能，这对大模型发展意味着什么？,88,819,201w
8,如何评价2026苏超官方赞助金额达到2.02亿元？,51,85,159w
9,如果将20只狼和500只鹿放进同一孤岛，最后谁能活下来？,34,112,155w
10,如何看待小米 SU7 改款新车将于 26 年 4 月上市，会在原来基础上提升哪些配置？,57,102,151w
11,女子发现超市漏洞薅了 20 多万，涉 400 余单商品，为什么能得手？可能将承担怎样的责任？,33,95,133w
12,亚裔/华裔美国人或者从小在国外长大的华人在中国很容易被认出来吗？,539,2752,132w
13,结合《武林外传》时代背景，郭芙蓉欠的 48 两银子，按购买力在现代能值多少钱？,39,88,132w
14,网传广东汕头 13 岁男孩在餐饮店被烫伤致死，官方通报排除他杀，如何看待此事？,121,253,132w
15,中国留学生在德国遭两人袭击，反击致对方骨折被认定为防卫，哪些情况能被认定为防卫？在国外该怎样保护自己？,57,145,131w
16,台军一架 F-16 战机训练时失事，飞行员疑跳伞逃生正在搜救中，具体情况如何？失事原因可能是什么？,64,115,130w
17,为什么感觉《名侦探柯南》越来越难看？,143,266,130w
18,医院通报收费员玩手机致多人排队，称情况属实，已待岗处理，如何看待此事？你遇到过类似情况吗？,25,35,129w
19,美军对马杜罗的「闪电抓捕」行动中，使用 150 多架飞机，它们是如何协同的？各自发挥了哪些关键作用？,132,389,128w
