,title,answer_count,follower_count,detail_text
0,郭帆称为拍「球 3」调研了 1000 多个孩子，普遍的状态是「反奋斗、不想听鸡汤」，如何理解这种心态？,716,1639,1427w
1,《王者荣耀世界》已正式公测，PC 端玩家体验怎么样？玩过的玩家如何评价这款游戏？,295,361,615w
2,11 岁小孩总喊「上学累」，妈妈便想雇人带他送外卖体验生活，如何看待这种教育方式？能锻炼到孩子吗？,545,807,247w
3,女儿动用「人脉」，用玩偶凑满一桌为爸爸庆生，爸爸笑称「高朋满座，胜友如云」，家长的捧场对孩子有多重要？,46,154,231w
4,杭州西湖将连续一周撒 7 吨漂白粉，以保障荷花健康生长，会对其他生物产生影响吗？还有哪些好的消杀方式？,34,85,226w
5,美以袭击伊朗进入第 42 天，当前局势如何？哪些信息值得关注？,167,424,221w
6,广东人说他们吃猪肉都是吃新鲜的，怎么个新鲜法？,261,392,216w
7,妻子多次试管助孕后流产，丈夫仍坚持辅助生育，妻子提起离婚诉讼获法院支持，如何从法律角度解读？,153,281,214w
8,「内存一年涨四倍」，国产手机集体涨价，苹果至今按兵不动，是苹果供应链太强，还是在等一个更狠的涨价时机？,109,295,199w
9,《苏丹的游戏》一年免费更新三倍内容却迎来差评？作为买断制游戏，新内容免费却吃差评，是否有点多此一举？,27,73,123w
10,2026 年清明档票房创近十年新低，进口片与女性故事均未能「救市」，这意味着什么？,224,289,122w
11,伊朗最高领袖对和谈提出三点主张，包括将对霍尔木兹海峡的管理推进到「一个新阶段」，新阶段可能指什么？,146,337,122w
12,福州男子起诉哥哥要「祭奠权」，法院因逝者生前说过「不想你来」驳回，如何理解这一判决？祭奠权到底是什么？,17,32,121w
13,3 月 CPI 同比上涨 1.0%，PPI 在连续下降 41 个月后首次上涨，透露出哪些信息？,28,68,109w
14,媒体称 NASA 发布有史以来「最清晰的月球照片」，是真的吗？有哪些细节值得关注？,16,29,107w
15,如何看待华为Pura系列发布会定档4 月 20 日，你对Pura 90系列有什么期待？,69,104,106w
16,如何评价《一人之下》758话接触？,24,27,105w
17,如果你的超能力是自己的测量/制造误差永远是19毫米，你会如何应用？,34,37,101w
18,人工智能将纳入教师资格考试和认证内容，会对未来的教育生态产生哪些影响？,15,25,101w
19,在世界上伊朗的导弹水平如何？为何伊朗导弹能突破爱国者的拦截，摧毁萨德？,39,104,95w
