,title,answer_count,follower_count,detail_text
0,传奇投资者格兰瑟姆警告，美股即将崩盘，AI 泡沫终将破裂，美股当前 AI 泡沫有多大？,181,676,254w
1,「考研改成绩骗父母」生意火爆，商家利用前端技术暂时修改网页两天接几百单，如何看待此事？,87,193,224w
2,网传优酷正进行电视剧集数变革，最多只能12集，如何看待这一传闻？若属实，将给影视市场带来哪些影响？,297,624,209w
3,为什么功夫片里中国人都是以技降力，没有以力降技的？,73,87,157w
4,两名溶洞潜水科考人员被困， 69 小时后营救后奇迹生还，这么危险的潜水科研值得么？,28,163,136w
5,执行死刑为什么要去刑场，而不是在牢里设置一个房间专门用来执行?,65,152,132w
6,为什么枯山水在中国不流行？,113,662,119w
7,2024 年个税年度汇算于 3 月 1 日开始，申报有哪些注意事项？你是可以退税还是要补税？,70,354,105w
8,《哪吒之魔童闹海》中无量仙翁为什么说天元鼎是阐教根基？,47,78,83w
9,英国与乌克兰签署 22.6 亿英镑贷款协议，以加强乌国防能力，释放了哪些信号？,526,1025,80w
10,方大同和大 S 都长期素食，长期吃素会影响健康吗？应该怎样「科学吃素」？,278,532,79w
11,花旗银行误给客户存 81 万亿美元，足以收购整个美国股市，90 分钟后才发现，为何会出现如此严重错误？,42,148,78w
12,24-25赛季NBA常规赛勇士 119:126 76人，如何评价这场比赛？,100,103,78w
13,如何看待《怪物猎人·荒野》的差评如潮？,65,89,74w
14,泽连斯基已乘飞机离开美国抵达英国，美乌闹掰谁是最大赢家？此事对欧洲国家意味着什么？,410,883,68w
15,为什么C语言从不被淘汰？那些Rust/Go吹嘘的安全特性，C语言真的做不到吗?,59,243,62w
16,为什么「美强惨」如此受人喜爱？可以从心理学角度分析吗？,44,117,56w
17,《哪吒之魔童闹海》剧情中有哪些 bug？,252,358,53w
18,24-25 赛季西甲联赛西甲第26轮皇家贝蒂斯 2:1 皇家马德里，如何评价这场比赛？,34,48,49w
19,如何看待经历削弱后，《英雄联盟》梅尔胜率已跌至 45%？,63,83,46w
