,title,answer_count,follower_count,detail_text
0,南开大学通报生科院院长学术造假，​免去其院长职务，解除论文第一作者与学校聘用关系，具有哪些警示意义？,227,671,2655w
1,LPL2026赛季第二赛段淘汰赛「黑八奇迹」BLG 1:3 爆冷不敌 WE，如何评价这场比赛？,179,205,840w
2,2526 赛季欧冠决赛，阿森纳 vs 巴黎圣日耳曼，如何评价本场比赛？,124,126,367w
3,25-26赛季德甲乒乓球半决赛，樊振东再战阿吉雷，3:0速通，如何评价本场比赛？,51,69,234w
4,wsbk阿拉贡站第一回合，张雪机车第二发车最终只排在第八位，如何评价德比斯和张雪机车的表现？,25,41,181w
5,演员林沐然被爆从中戏转入大专，学校称「需照料家人」，真的是这个原因吗？,72,181,180w
6,中山大学通报论文图片及数据存疑，多人被处理，如何看待这一处理结果？有何警示意义？,96,323,178w
7,因为切西瓜和打游戏的事，跟男友大吵一架，他说“我没有义务承接你的情绪”，是我小题大做了吗？,438,764,176w
8,为什么好莱坞非常尊重成龙、甄子丹、周润发，而偏偏看不起李连杰呢？,130,320,175w
9,如何看待中国队缺席2026亚运会LOL项目？,123,188,164w
10,如何看待最近热传的「碳水脸」说法？,91,210,163w
11,印度的高温有没有利处？能不能想办法加以利用？,53,120,159w
12,美国没收伊朗 10 亿美元加密货币资产，切断伊朗航空公司获取降落点、加油和售票的渠道，对局势有何影响？,25,78,150w
13,为什么比亚迪既能自研芯片，又敢兜底 1 年？如何评价？,265,506,109w
14,周深实体专辑《反深代词》预售 12 分钟销售额破 5000 万，这一成绩意味着什么？,21,22,100w
15,特朗普就结束伊朗战事提出条件，伊朗必须同意永远不拥有核武器，霍尔木兹海峡必须立即开放，伊方会接受吗？,127,306,91w
16,5月30日苏超，无锡0-0南京、苏州2-1泰州、常州2-0镇江、盐城1-0扬州，怎样评价各队的表现？,23,23,90w
17,郭德纲和曹云金决裂的真正原因是什么？,56,145,84w
18,美国独立前大英派十几个旁系王族分封到美国每个州当公爵可不可行，比如分封到纽约州当纽约公爵？,21,49,77w
19,为什么无论是chatgpt还是deepseek都会在24点游戏上表现的这么差？,29,133,72w
