,title,answer_count,follower_count,detail_text
0,一架波音787客机在印度坠毁，发现一名幸存者，超290人死亡，具体情况如何？事故原因可能是什么？,950,2285,6002w
1,印度坠机事故中发现一名幸存者，疑似为 11A 座位乘客，哪些因素可能帮助他幸存？和机身结构有关吗？,65,175,309w
2,为什么在中国，一间「看起来没什么用」的房间最终都会被装修成书房？,84,289,271w
3,6 月 12 日网友反馈 B 站崩了，可能是哪些原因导致的？你的 B 站还正常吗？,62,143,246w
4,如何看待邓紫棋称自己「六年没有收到一分版税」？作为创作歌手，「版权争议」下重录专辑是最好的补救方法吗？,37,108,140w
5,女子搬家花 5000 多元请收纳师，网友看效果以为是收纳前，这种服务有统一标准吗？怎样才是有效收纳？,93,324,133w
6,海底捞部分门店上线 22 元工作日自助午餐，你会去消费吗？这一决策有哪些战略考量？,38,106,132w
7,如何评价任正非在接受媒体采访时表示「人工智能可能是最后一次技术革命，中国也有优势」?,119,309,129w
8,吴彦祖疯狂接代言被猜缺钱，卖完英语课又代言黄酒，他是真的缺钱还是有其他考量？,70,217,121w
9,实习医生举报医院医疗腐败后坠楼身亡，湖南省卫健委回应湘雅二医院罗帅宇事件警方仍在调查，具体情况怎么样？,276,1037,119w
10,车企齐声承诺账期 60 天，供应商的天亮了吗？,41,96,117w
11,Nature 研究表明孕期缺铁可影响胚胎性别，雄性胚胎发育为雌性表型，该研究有哪些意义？,16,86,111w
12,准大学生，想当海军，有何建议?,27,45,104w
13,Labubu 成顶流，初代款拍出 108 万，有人 600 万买房为其安家，这些玩偶能保值增值吗？,427,613,104w
14,如何看待《英雄联盟》国服将「联盟不朽 卡莎」皮肤捆绑定制 ID 后缀出售？,21,34,100w
15,媒体称「中国的垃圾不够烧了，焚烧厂开始抢垃圾」，是真的吗？焚烧垃圾能带来哪些好处？背后有怎样的利益？,91,423,84w
16,为什么「看起来很闲」的领导，反而最有本事？,105,482,83w
17,教育部拟同意设立大湾区大学等 10 所本科高校，推荐报考吗？这几所高校有哪些特点？,48,227,82w
18,如何看待广西一女生高考结束后独自用扁担挑行李回家？,830,1187,78w
19,泰坦尼克号的惨剧有可能在现代邮轮上重演吗？,41,117,75w
