,title,answer_count,follower_count,detail_text
0,2026 年菲尔兹奖公布，中国籍数学家邓煜、王虹获奖，如何理解他们获奖的意义？,289,937,2389w
1,新能源车跨境自驾遭远程锁车，车主称「事前未提醒出境会被锁车」，汽车售出后厂商该不该保留「控制权」？,389,752,780w
2,耐克将清退数千家网络经销商，同款鞋官旗比经销商贵 400，为啥价差这么大？以后还能买到便宜的耐克吗？,123,247,484w
3,上海血液中心献血送《战锤40K》正版模型，大奖价值 3299 元。如何评价这次活动？,85,157,142w
4,《孔雀东南飞》有博主质疑描述的风俗特点与原地不符，更符合印度区域的特点，是否有根据？,33,102,134w
5,你觉得你离菲尔兹奖最近的一刻是什么时候？,393,2127,127w
6,很多人为减脂选择吃全麦面包作为碳水摄入，专家却称全麦面包热量往往高于白面包，真是这样吗？,28,77,120w
7,多地临床医学专业遇冷，扬大「人医」分数线被「兽医」反超，为何考生倾向兽医专业？反映了医学专业哪些趋势？,35,65,112w
8,如何看待谷歌母公司 Alphabet 自由现金流数十年来首次转负？,18,73,105w
9,644 分考生因填志愿未看清厦门大学本部与分校将复读，去年同有16人报错相同分校复读，反映了哪些问题？,17,27,98w
10,中方紧急召见菲驻华大使提出严正交涉，这背后有哪些深层原因？,163,533,98w
11,弥勒佛长那么胖，是因为碳水吃多了吗？,20,48,98w
12,如何评价7月18日湖北楚超比赛黄石vs仙桃赛后，仙桃助教冲入场内拳击黄石球员事件？,17,32,98w
13,如何整体评价本次世界杯？,17,30,93w
14,小红书被曝正主动联系相关老员工，愿补发期权换签署相关条款，真实性多大？若能达成一致，能顺利IPO吗？,375,1295,87w
15,以媒称美国已通知以色列将加大对伊打击，或将使用重型轰炸机打击镐山，一旦行动落地，会带来哪些连锁影响？,25,66,85w
16,王楚钦新赛季乒超首秀 1-2 被徐海东逆转，怎样评价本场比赛？,267,360,84w
17,为什么古代打仗不大量使用毒箭来快速消灭敌人？,47,76,80w
18,高校云集的海淀区，给你留下最深印象的是什么？,24,48,69w
19,光是如何携带信息的？或者说为什么光能够携带信息？,17,100,67w
