,title,answer_count,follower_count,detail_text
0,消息称董某莹用 3 年时间完成了 11 篇跨学科论文，她是如何做到的？背后可能存在哪些问题？,258,732,954w
1,为什么有同学可以在考场上做出自己从来没见过的数学题呢？,61,273,290w
2,美方主动向中方传递信息希望谈起来，商务部回应「正在评估」，美方将如何谈判？最终可能达成怎样的协议？,86,152,290w
3,小米SU7ultra最新OTA对1548匹马力进行限制，官方赛道刷圈速可解锁，该不该对性能车做限制？,437,572,273w
4,2025 五一档首日票房 1.77 亿，《水饺皇后》成首日票房冠军，你去影院看了哪部？,45,78,250w
5,移动互联网未成年人模式正式发布，家长可一键启动所有 APP 未成年模式，网络环境将带来哪些改变？,31,66,211w
6,为什么很多车主出停车场还没有养成提前缴费的习惯，一定要到停车场出口去造成拥堵呢？,114,191,171w
7,如何评价江南的《龙族》？,198,820,170w
8,如何评价凤凰传奇成员曾毅主演电影《苍茫的天涯是我的爱》？,25,41,147w
9,国家卫健委对近日肖某引发舆情问题开展调查，肖某、董某及有关机构可能会承担哪些责任？,3259,6626,141w
10,比亚迪 4 月新能源汽车销量超 38 万辆，年内累计销量超 138万辆，如何评价其表现？,22,34,139w
11,董某莹被曝博士论文与北京科技大学一发明专利多处雷同，具体情况怎么样？算是抄袭吗？,215,796,137w
12,为什么现在年轻人越来越反感「原生家庭决定论」？为什么相比于相信父母影响大，大家更愿相信「自我救赎」？,354,855,134w
13,「网约摩托车」在部分县城上线，这种模式可能存在哪些问题？适合推广吗？,29,63,111w
14,在外工作学习的你，五一为什么选择不回家？,37,47,96w
15,网友爆料有协和 4+4 博士论文正文仅 12 页，这样会是合格的论文吗？博士论文一般有多少页？,204,523,89w
16,贵州茅台一季度净利润 268.47 亿元，同比增长 11.56%，如何评价该业绩？,21,35,81w
17,美方通过多渠道主动与中方接触，希望就关税问题进行谈判，美方为什么「急」了？这种变化反映了什么？,815,1952,59w
18,马斯克参加任内最后一场内阁会议，向特朗普内阁告别，马斯克的离开对特朗普内阁意味着什么？有何影响？,436,1140,56w
19,人类历史上衰落速度最快的城市是哪个？,60,212,53w
