,title,answer_count,follower_count,detail_text
0,网传杭州电子科技大学计算机学院 24 届本科生就业不足 50%，低于全校平均水平，计算机突然遇冷了吗？,310,1380,1053w
1,网传柑橘类很多打了退酸剂，这是真的吗？退酸剂对人体有哪些危害？,123,463,163w
2,中国游客在日本铁轨上拍照遭撞击丧生，致 19 班列车一度停运，事故责任如何划定？游客家属会被索赔吗？,34,82,155w
3,字节跳动取消下午茶，增加员工医疗、健身等福利，员工们如何看待？其他互联网公司会跟进吗？,24,75,130w
4,如何评价《原神》5.3海灯节剧情以及活动「春曦画桃符」？,15,24,98w
5,韩国围棋协会将修改「死子」放入棋盒盖相关规则，是否意味着这一规则并不合理？此前的判罚会改判吗？,104,174,94w
6,过年聚会发现老同学在很多方面都超过了自己，感到焦虑和嫉妒，如何调适自己的「社交攀比心」？,23,73,90w
7,如何评价电视剧《异人之下之决战！碧游村》大结局？,21,28,87w
8,如何看待卞相壹表示自己不清楚提子新规，是第二场举报柯洁被判负后才知道的，并称自己认为此规则没必要存在？,238,460,77w
9,柯洁更新个人社媒简介，加上了「世界围棋九冠王」七个字，如何解读此举？,774,1293,68w
10,《蛟龙行动》宣布 1.26 开启超前点映，春节档电影为什么很少点映？这个策略可能会带来哪些影响？,43,50,59w
11,如何评价2025年1月米哈游《原神》5.4前瞻直播《梦间见明月》？,30,38,58w
12,deepseek V3开源为什么会引起这么大的动静，到底有哪些创新让大家这么兴奋？,38,263,58w
13,一场公交车小型化潮流正席卷部分城市，多地公交换成「迷你巴士」，为何换成小公交？出行需求还能得到保障吗？,87,257,56w
14,如何评价《剑来》最新完结？,94,138,54w
15,柯洁被判负，国家队总教练称「韩方承认规则不合理但坚持判罚」，从这个事件中国家围棋队能总结哪些经验教训？,93,172,54w
16,2035 年北京高考人数将达 16 万左右，北京高校将迎大规模扩招，有哪些看点值得关注？,45,184,54w
17,央视的译制片是怎么做到替换原语言，又保留背景声音的？,93,459,49w
18,和董宇辉「分手」后东方甄选由盈转亏，半年亏损近亿元，是短痛还是长痛？,124,375,47w
19,LPL 2025 赛季第一赛段常规赛AL VS TES，如何评价这场比赛？,33,40,42w
