,title,answer_count,follower_count,detail_text
0,小伙撕去年对联天塌了，「门上全是胶，钢丝球都刷不下来」，你遇到过这情况吗？有什么有效去除方法么？,112,279,462w
1,为什么开放的Windows战胜了封闭的macOS，但是开放的Android却战胜不了封闭的iOS？,97,228,309w
2,《飞驰人生 3》上映 5 天，总票房破 20 亿，你预测这部电影票房能到多少？,20,32,256w
3,空中技巧混合团体决赛，徐梦桃、王心迪、李天马获得铜牌，如何评价本场比赛？,23,31,244w
4,怎样看待王濛直言短道速滑问题太大，称自己敢签生死状，复出能保 1 金？短道速滑队目前面临哪些问题？,148,432,238w
5,短道离了她一蹶不振，大道加了她摘金夺铜，如何评价中国速滑队李琰教练的执教能力？,28,70,231w
6,如何评价湖北省文旅厅认定那艺娜（翟革英）为劣迹艺人，叫停其演出？,60,191,184w
7,300 元客房春节涨到超千元，游客为避酒店涨价选择租房，这涨价合法吗？春节出行你会住酒店还是租房？,41,84,136w
8,拥有多少钱才有真正的幸福感？,64,152,108w
9,为什么是潘建伟院士、万元熙院士等学者在 2026 年春晚亮相，可能有哪些深层原因？,17,57,104w
10,手机为啥越卖越贵了？,65,174,100w
11,2526赛季NBA常规赛快船 122:125 湖人，如何评价这场比赛？,21,17,99w
12,白宫官员确认，美国总统特朗普计划于 3 月 31 日至 4 月 2 日访问中国，哪些信息值得关注？,196,517,98w
13,特斯拉无人驾驶车正式下线，无方向盘、无踏板、无后视镜，能赢得大众信任并走向普及吗？你看好其前景吗？,251,628,96w
14,如何评价 BERT 模型？,98,4684,93w
15,「小矮马」马年火爆全网，最低六千元就能入手，但有买家称「每天要铲屎十斤」，矮脚马真的适合当宠物吗？,63,186,91w
16,当下属跟你说你管太细了，你会改变你的管理吗？,268,363,89w
17,五个开了透视的荣耀王者，能不能打赢职业？,75,81,73w
18,ClaudeCode 之父称不再需要「planmode」，将对 AI 编程带来哪些变革？,23,98,59w
19,海南封关后首个春节，三亚旅游火了，民宿、机票价格大涨，为何这么火爆？,41,113,58w
