,title,answer_count,follower_count,detail_text
0,如何看待Steam商店页面明确出现警告：数字版游戏只是租赁，不是购买？,317,686,1014w
1,如何看待海康威视大规模人员缩编，「32 个研发区域只留 12 个，或波及上千员工」?裁员原因是什么？,178,836,871w
2,马斯克星舰第五次 10 月 13 日晚试飞，或将表演「筷子夹火箭」，难度有多大？此次发射还有哪些看点？,54,156,315w
3,广东7岁小孩每晚抱着电饭煲睡觉？你最离不开的阿贝贝是什么？,129,244,263w
4,王莽发明游标卡尺，当时的社会需要用它吗？,29,61,193w
5,9 月 CPI 同比上涨 0.4%，PPI 同比降幅扩大至 2.8%，这一数据说明了什么？,30,57,138w
6,肌肉消失可以多快？,19,112,126w
7,如何评价宋佳主演的电视剧《山花烂漫时》?,553,922,109w
8,但斌、任泽平隔空互怼，任泽平称个别怪诞观点，专业无能道德无耻，但斌称经济学家应理性客观，如何看待此事？,62,83,103w
9,《黑神话：悟空》有哪些还原《西游记》原著的设定？,19,33,76w
10,你在刚参加工作的时候，遇到过哪些当时觉得「天塌下来」的事？,47,71,71w
11,像《原神》一样大半角色名都是音译是否不利于国产游戏传播?,29,28,70w
12,职场上的哪个尴尬瞬间，让你想原地辞职？,39,66,56w
13,德国将 2024 年经济预期下调至 -0.2 %，「再次成为欧洲病夫」，德国经济萎缩的深层原因是什么？,117,267,56w
14,2024 年亚锦赛混双决赛，林诗栋/蒯曼 3-1 战胜朝鲜李正植/金琴英获得冠军，如何评价这场比赛？,29,41,54w
15,为什么大车司机连续开四个小时不累？而小车司机开两个小时就累了？,655,1481,52w
16,余华英被控拐卖儿童人数增至 17 人，她何以拐走那么多儿童？从法律角度，哪些信息值得关注？,90,193,51w
17,程序员如何能提高自己的编程水平？,110,1255,45w
18,日本梅毒病例激增，2024 年感染病例可能会连续第四年破纪录，可能是什么原因导致的？,253,814,44w
19,为什么《三国志14》中，诸葛亮的五维属性竟然没有曹操高？诸葛亮合420，曹操合451，光荣怎么想的?,75,100,35w
