,title,answer_count,follower_count,detail_text
0,如何看待杭州官宣取消灵隐寺合计 75 元门票？有哪些考量？,219,525,713w
1,余承东首秀华为 Mate80 系列真机，双圆环设计亮眼，还有哪些设计值得关注？,113,161,410w
2,发现问题立马跟领导反映了，但领导爱理不理，问题爆雷后，领导将责任推给你，你会怎么应对？,206,711,326w
3,快手员工曝团队每年组建筹委会给 +2 级领导庆生，费用由全体平摊，这是真的吗？如何看待这种职场风气？,104,293,236w
4,喻恩泰回应离婚风波，「已报警立案，忍辱多年，被捕风捉影造谣」，具体是怎么回事？,229,749,206w
5,边牧「徐豆豆」因参加比赛时频繁跑错路线、拒过障碍走红，为啥一只小狗的「快乐乱跑」这么吸引人？,23,86,206w
6,网友用冬瓜片垫底滑行搬运700KG大型机器，丝滑平移还能扛住巨压，冬瓜为什么这么厉害？,60,226,178w
7,为什么这代孩子心中会压抑着那么多的愤怒、怨恨？,258,677,174w
8,吉利投资了珠海魅族，魅族为什么还做这么烂?,104,203,170w
9,冲锋衣为什么会被网友们封为「北京市服」？是单纯的气候原因吗？,60,171,138w
10,福特福克斯正式停产，历经 27 年、累计销量约 1200 万辆，你对这款车最深的印象是什么？有何感慨？,118,220,132w
11,江苏科技大学首席科学家被曝仅高中学历，他的科研成果是真实的吗？ 之前发表的论文有哪些漏洞？,106,267,132w
12,大学生找人开锁被收四千元，被要求录视频「对费用无异议」，这有法律效力吗？「当场」和「事后」怎样维权？,286,593,132w
13,员工在同事群八卦领导私生活被开除，法院判公司违法解除并赔10万，依据是什么？职场吐槽要注意哪些分寸？,33,93,114w
14,你怎么看待明星金晨、王安宇、大鹏、费翔等人配音《疯狂动物城 2》？,55,58,110w
15,何锦櫶赛场亲吻四川名将刘峡君被摄影师抓拍，田径情侣赛场公开撒糖秀恩爱，对此你怎么看？,26,45,97w
16,2526赛季NBA公牛 122:121 开拓者，杨瀚森2分2板，武切维奇绝杀，如何评价这场比赛？,25,24,78w
17,如果林黛玉当初没有去贾府，她手握巨额遗产，是不是会过的更好呢？,39,57,78w
18,如果War3的科多兽能吞英雄，对兽族提升多大？,24,23,74w
19,什么样的动漫女性角色会给你「这才是绝世美女」的感觉？,5322,26791,64w
