,title,answer_count,follower_count,detail_text
0,米兰冬奥自由式滑雪女子 U 型场地技巧决赛，谷爱凌卫冕，李方慧摘银，如何评价他们的发挥？,335,510,2287w
1,韩延哽咽恳求多给《星河入梦》有效排片，这部投资近四亿的电影为何面临排片困境？,274,442,636w
2,初中至少达到什么水平才能考上985？,142,445,161w
3,为什么人类作为杂食性非常高的动物，却有个非常脆弱的胃？,532,2937,156w
4,英特尔第三代 Ultra 核显性能堪比 RTX3060，将对笔记本市场带来哪些影响？,57,172,110w
5,如何评价杨幂在电影《惊蛰无声》里面的表现？,30,49,108w
6,现在玩HiFi的人，年轻人的比例为什么越来越少了？,151,226,105w
7,安徽一家族 18 个家庭每家出 500 元自办「春晚」，一天内走完所有亲戚，你觉得这种过年方式怎么样？,33,105,105w
8,春节放假，几乎从不主动给公司任何人发祝福信息，但是这样会不会被领导认为不主动，态度不积极，不会表现？,103,266,105w
9,电视剧《大宅门》的四房妻妾中，白景琦为什么唯独不在乎漂亮温柔的槐花？,20,51,101w
10,韩寒的《飞驰人生3》为什么再一次让观众感动？,67,120,95w
11,2026 LCK 第一赛段季后赛 DK 让二追三淘汰 T1，如何评价这场比赛？,44,56,92w
12,人到中年，最大的悲哀是什么？,245,832,88w
13,贵州非遗传承人半年卖800只「点翠蟑螂」，如何理解这种反差美学？若人人喊打的蟑螂变好看了，你能接受吗？,62,235,84w
14,如何看待当所有国产大模型都在2026春节撒钱抢用户时，DeepSeek却默不作声继续奋战？,278,746,81w
15,存款有100万时，你们内心会有什么感觉？,52,145,81w
16,「全世界只有中国人吃炒菜」的说法准确吗，中国炒菜独特在哪？,112,464,64w
17,新加坡大满贯首日，温瑞博 0-3 不敌张禹珍，如何评价他在比赛中的表现？,23,27,60w
18,为什么乒乓球选手发球时都要跺一下地板？,54,124,58w
19,7 名中国游客贝加尔湖遇难，未通过正规旅行社报名，车辆属非法载客，有哪些警示意义？当地管理有哪些问题？,56,127,58w
