,title,answer_count,follower_count,detail_text
0,菲律宾公务船无视警告故意冲撞中方海警船，遭中方海警水炮喷射等管制后菲律宾船员举白旗，哪些信息值得关注？,585,1329,443w
1,太二酸菜鱼7分钟上齐三道菜遭质疑，主打「活鱼现做」仅「鲜活门店是活鱼现杀」，连锁店这一做法是否算欺骗？,112,331,277w
2,小米 17 Pro 搭载全新「妙享背屏」，如何评价这一设计？,164,233,178w
3,如果把地球所有核弹一起引爆，会不会改变地球轨道？,42,128,112w
4,特朗普提名的米兰确认出任美联储理事，或将参与 16 日美联储会议，他如何影响利率？降息幅度会超预期吗？,20,98,95w
5,「嘎子哥」谢孟伟拍戏期间穿警服直播带货，本人道歉称是戏服，他要承担哪些责任？,242,684,94w
6,男子分享妈妈亲手缝的 NIKE 书包火了，耐克回应缝得真棒，你收到过哪些家人为自己亲手制作的「爱」？,580,1221,93w
7,西兰花真的能放两年吗?,81,182,92w
8,理想 i6 官宣 9 月 26 日上市，理想纯电车的核心竞争优势是什么？新车定价多少才有竞争力？,20,32,87w
9,2025 中国企业 500 强发布，京东排名第 10、阿里第 17，还有哪些信息值得关注？,190,729,85w
10,女子因散步时踩到氢氟酸不幸去世，氢氟酸有多危险？若不慎接触到该怎样处理？,498,2277,85w
11,美国警方因敲错房门连开 8 枪打错人，涉案警员会面临哪些法律严惩？,258,528,85w
12,涉毒艺人苏永康将办演唱会，官方称报批资料合规，具体情况如何？怎样从法律角度解读？,186,326,84w
13,《赴山海》穿帮争议再升级，最新画面惊现台词本，成毅被指不敬业，暴露出当前影视制作哪些问题？,84,144,84w
14,60 岁张曼玉定居法国农村，在社交平台分享养鸡种地、钻进鸡窝拿鸡蛋的生活，如何看待她的选择？,237,566,83w
15,氢氟酸被称为「化骨水」，既然如此危险，为何购买没有被限制？这会有什么风险？,72,309,83w
16,天津一路面密密麻麻遍布青蛙，多部门回应「与地震活动无关」，这是怎么回事？这么多青蛙是从哪来的？,48,158,82w
17,有什么可以坚持一生的好习惯？,6021,19292,79w
18,从男篮欧锦赛来看，施罗德不比约基奇、字母哥和东契奇他们差，为何施罗德在NBA待了十年没成巨星?,17,19,79w
19,为什么国外没有明显的35岁职场中年危机？,67,187,74w
