,title,answer_count,follower_count,detail_text
0,《哪吒 2》超过《冰雪奇缘 2》成为全球动画票房榜第二，有机会冲击榜首吗？预估还要多久？,443,867,669w
1,光线传媒七天暴涨 200%，一部《哪吒 2》抵其两年工作量，是真牛还是泡沫？光线传媒如何抓住这波红利？,134,334,499w
2,上海浦东机场海关截获世界最强毒蛙，鉴定为兹米尔曼箭毒蛙、网纹箭毒蛙，毒性有多强？有哪些危害？,63,203,394w
3,如何看待《美国队长4》在烂番茄新鲜度为52%，创系列最低？,102,146,264w
4,如何看待饺子仅用 2 部作品就拿下 150 多亿票房，登上中国导演票房榜榜首？,63,113,254w
5,如何看待千万粉丝网红账号「潘宏爱玩狗」多个平台账号内容清空，下架所有视频？,123,246,198w
6,如何评价电影《黑社会》中的阿乐？,24,65,142w
7,《英雄联盟》官方解说「记得」因不当发言遭投诉，私下向 BLG 官方致歉，如何评价该事件？,35,48,140w
8,北京迎「好房子」新政，可增阳台、设挑空空间，部分面积不计入容积率，将对房地产市场带来哪些影响？,62,181,86w
9,你能容忍小朋友跪在地上玩吗？,90,111,80w
10,如何评价百亿票房电影里，只有《哪吒2》的“本土票房占比高达99.97%，其它没有一部超过50%”？,30,37,79w
11,抛开优化，单单从游戏性来说，《文明7》的体验怎么样？,16,25,79w
12,不少数学博士都在做人工智能，但人工智能主流方向真的需要大量前沿数学么？,104,944,59w
13,如果我在解放了一半帝国暗面，然后要求和基里曼共治帝国，会同意吗？,143,233,58w
14,公司领导把下属当仆人，还安装了呼叫铃，一按就得过去，遇到这种情况该怎么办？,171,306,56w
15,如何看待前国乒教练吴敬平称 WTT 规则调整是「避重就轻」，并表示陈梦樊振东参赛需要「从资格赛打起」？,254,493,46w
16,《唐探 1900》票房破 30 亿，如何评价这一成绩？后续增长空间还有多少？,111,236,45w
17,为什么父母总是喜欢夸大学历的作用？,231,282,29w
18,如何评价《BanG Dream! Ave Mujica》第七话中千早爱音的表现？,51,62,27w
19,为什么亭长是很小的官，亭侯却是很高的爵位？,53,77,19w
