,title,answer_count,follower_count,detail_text
0,象棋录音门调查结果公布，赵鑫鑫等 3 人被终身禁赛，事件始末有哪些信息值得关注？带来哪些警示？,464,1119,526w
1,欧洲再现负电价，德国电价跌到 0 元以下，持续 4 小时，发电商向购电者付费消耗电力，如何看待此事？,125,441,397w
2,海啸来临之前，所有船都向海啸开去，这是为什么？,66,1579,189w
3,韩国一核电站泄漏 29 吨核废液，原子能安全委员会称正在调查，会带来哪些影响？如何防止污染物扩散？,44,85,182w
4,深圳南山小学数学考试太难延时 20 分钟，像在考语文，如何评价？复杂数学问题背后有多少是阅读理解问题？,1318,2565,159w
5,如果生物死亡后，用放射性剂量超标的材料做棺材，尸体还会腐烂吗？,21,30,95w
6,这支部队放到1940年前后属于什么样的水平？,18,28,75w
7,如何评价魏哲鸣在古装剧《国色风华》中的表现？你觉得他饰演的刘畅是个怎样的人？,16,17,63w
8,科研过程中，有哪些无意识的小习惯其实却在大大提升科研效率？,24,402,56w
9,为什么乒乓球业余爱好者总是拿“铁搓党”毫无办法？,23,57,56w
10,网传某高校老师因学生在网络评论区自称「老奴」破防，专业课程要给学生挂科，如何看待此事？,853,1575,55w
11,如何评价综艺《一路繁花》？,15,27,55w
12,怎么看待土耳其发现大量稀土元素？,146,331,55w
13,2025 LPL 第一赛段揭幕战 WBG 3:0 零封击败 OMG，如何评价这场比赛？,23,25,55w
14,《大明王朝 1566》中的嘉靖帝为什么放了海瑞呢？,30,44,54w
15,电视剧《国色芳华》中的「花鸟使」一职在唐朝具体是做什么的？,16,26,54w
16,浙大一女生用 AI 学术造假被麻省理工开除， AI 的普及对学术发展有何影响？,366,1103,53w
17,能否推荐一些入门级但经典的自然科学类科普书籍？,21,423,41w
18,大学生放假回家干什么事情比较有意义呢？,101,150,34w
19,报道称丹麦政府愿同特朗普团队讨论美在格陵兰岛诉求，除出售外其他一切诉求可讨论，透露哪些信息？,366,671,32w
