,title,answer_count,follower_count,detail_text
0,如何看待 DeepSeek 刘胜与的《我不得不把才华埋葬在昨天》？,462,2601,2159w
1,如何评价湘雅医院「23年未见父母，每天睡2小时」教师PPT争议？影响如何？是否存在夸大及其它相关问题？,191,378,787w
2,如何看待英伟达、Palantir等金主集体限制Anthropic Claude使用？,69,289,474w
3,为什么《笑傲江湖》中岳不群在网络的风评这几年变好了？,247,416,374w
4,鸿蒙智行为何要在此时调整与赛力斯合作模式，并让华为隐居幕后？此次调整会影响「华为5年不下场造车」吗？,51,89,275w
5,二本文科女，没有任何技能，父母是农民，身体也不好，家里几乎没有存款，求助以后要怎么走，有什么出路？,146,559,225w
6,比亚迪高管称燃油车没有未来，如何看待这一言论？燃油车会快速退场吗？,266,434,218w
7,前女足国脚高宏霞手握 29 个全国冠军，退役后当城管 19 年，这种职业转变有何意义？,59,148,199w
8,王健林又卖掉一个47亿资产，万达旗下盈方体育将HYROX多数股权卖给LVMH旗下机构，这意味着什么？,35,121,167w
9,为什么重庆可以在山上建设城市，深圳香港不可以？,38,211,164w
10,报告显示 72% 的成年人未达饮用水适宜摄入量，水没喝够会对身体产生啥影响？该怎样正确喝水？,25,119,127w
11,鸡如果吃了水蛭，水蛭可以钻破鸡的肠胃，长期在鸡的体内吸血吗？,19,39,99w
12,美国承认已拥有在轨「太空控制武器」，它可能会是种什么武器？太空军事化会加速到来吗？,137,346,97w
13,如何教小学生写作文？,200,1820,95w
14,网友称空管开始试点劳务派遣模式，是真的吗？会带来哪些潜在风险或影响？,218,541,86w
15,如何向别人解释“有你这AI写代码的时间，我早就古法编程写完了”？,78,123,77w
16,古希腊土地贫瘠面积狭小，为啥会诞生如此璀璨的文明？,277,620,76w
17,从经济学意义上来说，到底是“物美价廉”靠谱？还是“一分钱，一分货”靠谱？,87,212,76w
18,克苏鲁式的网文目前只有诡秘之主被广泛认可，是我们没有找到对的方向吗？,54,113,75w
19,为什么《一步之遥》《邪不压正》都达不到《让子弹飞》的高度？,28,38,75w
