,title,answer_count,follower_count,detail_text
0,华谊兄弟被正式申请破产，什么是压垮这头影视「骆驼」的最后一根稻草？其兴衰历程给行业带来哪些警示？,117,383,789w
1,3月一线城市房价环比全线上涨，摩根大通称中国楼市逼近拐点，该观点基于什么逻辑？普通人又该如何应对？,65,135,262w
2,如何评价G3湖人112：108战胜火箭，系列赛大比分3：0领先？,32,48,215w
3,富士山压强达到1.6兆帕是什么概念?,162,236,200w
4,大司马直播遭弹幕狂喷人气全掉，如何看待这一事件？,142,373,185w
5,如何评价《乘风2026》浪姐二公的各组舞台表演？,15,22,120w
6,家族信托有什么坏处？,28,78,117w
7,为什么中餐中很少吃到层次感这种体验？,103,160,93w
8,一个公司即将要倒闭的征兆是什么？,2550,15878,83w
9,资深声优小林优子锐评声优偶像化，认为其若脱离本质便「不能称为声优」，你如何看待？,29,50,75w
10,加拿大女歌手因买不到五一高铁票和恐飞取消北京巡演，这理由你接受吗？你还遇到过哪些奇葩取消演出的理由？,67,84,59w
11,设计师凌晨办公室猝死，因距下班超10小时且曾打游戏被拒认工伤，法律上如何认定？法院裁决会考量哪些因素？,51,120,59w
12,印尼财长紧急澄清，不会在马六甲海峡收过路费，两天前称考虑效仿伊朗向通过船只收费，如何看待此事？,65,129,59w
13,如何评价 Ubuntu 26.04 LTS？,22,72,59w
14,研究发现长期喝无糖饮料会加速老年痴呆，让大脑提前变老，真是这样吗？背后有什么科学原理？,203,695,58w
15,雷军当时手里已经财务自由了，为什么还要坚持去做小米？,141,267,58w
16,潮汐主要是月亮引力引起的，那么引力更大的太阳为什么不能引起更大的潮汐？,38,121,58w
17,如何评价2026年4月25日开始的茶百道联动《崩坏星穹铁道》活动？,42,47,58w
18,2526赛季NBA季后赛马刺 120:108 开拓者，如何评价这场比赛？,19,23,57w
19,研究称 7 款顶级 AI 模型为保护同伴，集体出现撒谎、篡研文件等行为，这种抱团欺骗会带来多大风险？,85,382,56w
