,title,answer_count,follower_count,detail_text
0,我小概率被中国海洋大学录取了，因为经济困难，爸妈天天责骂我报太远，不想给我生活费和路费，我该怎么办？,1387,2815,1817w
1,WTT 横滨站男单决赛，王楚钦 2-4 不敌张本智和，如何看待本场比赛？,455,634,635w
2,陈奕迅演唱会捂胸口干呕，疑出现焦虑症躯体化，躯体化症状还有哪些？该怎么治疗？,64,252,399w
3,有网友尝试在赤道上走直线，没走两步就重心不稳差点摔倒，这是真的吗？,55,99,246w
4,《浪浪山小妖怪》累计票房超 5.74 亿，成中国影史国产二维动画电影票房冠军，对中国动画发展有何影响？,105,202,244w
5,如何评价食贫道最新一期卧底韩国邪教的视频《神民的名义》?,184,501,238w
6,女子单手骑电动车摔倒，相隔数米对向来车被认定次责，这合理吗？司机申请复议会有怎样的结果？,410,824,232w
7,鹤岗开发百万元高档小区，房子均价大约 5000 元左右，你看好这个楼盘吗？哪些人可能成为潜在购买者？,99,274,225w
8,宁德时代旗下大型锂云母矿停产，对新能源行业影响多大，利好哪些上市公司，资源税改会引发哪些资本重构？,18,65,153w
9,8 月 11 日 WTT 横滨冠军赛女单决赛，陈幸同 4-2 孙颖莎夺得冠军，如何评价这场比赛？,127,140,144w
10,男子发布 12 字评论被拘，岳阳启动调查程序，该案可能存在哪些问题？涉案人员应承担什么处罚？,964,2264,139w
11,知名机器人企业创始人尹荣造提议给自己发 200 万固定月薪被批，发生了什么？其薪酬要求合理吗？,61,182,134w
12,胖东来回应招聘「刑释人员」是基于人性的善良和美好，你支持这一做法吗？会存在哪些隐忧？,105,147,114w
13,百果园回应水果太贵，称「我们不会迎合消费者，在教育消费者成熟」，如何看待此事？,133,163,103w
14,美国加州发现「阿凡达色」野猪肉，为什么会出现猪肉变蓝色这一现象？在生态链中有哪些潜在危机？,120,484,100w
15,F4 成员朱孝天直播时说已经删除贾玲微信，如何看待他提到「没联系就删好友」的观点？,22,55,99w
16,机械立体车库被司机吐槽「不好用」，平均闲置率达 42%，还有改进空间吗？停车难问题该怎么解决？,69,109,92w
17,《蛟龙行动（特别版）》定档 8 月 30 日，对此你有哪些期待？,26,36,85w
18,《凡人修仙传》假如不用杨洋，那谁更贴合原著小说形象呢？,72,76,75w
19,有没有一个瞬间，你觉得猫咪真的听懂了你说的话？,31,30,72w
