,title,answer_count,follower_count,detail_text
0,315 过后雷军账号评论区又成许愿池，小米生态链总经理删除不做卫生巾博文，小米会入局「女性用品」吗？,580,883,1772w
1,李嘉诚拟向美财团出售港口，李家超回应「任何交易要符合法律法规」，交易是否合规？风波背后是怎样一场博弈？,330,608,1478w
2,如何看待日本大阪世博会在距离开幕仅 1 个月时，标志性建筑「大屋顶」基座发生大规模坍塌事故？,207,436,558w
3,网友称山东一蜜雪冰城门店开启 24 小时营业，隔夜柠檬变「熬夜柠檬」，这能解决饮品安全问题吗？,67,111,275w
4,华莱士被曝一门店全员办假健康证、用过期食材，「喷射」的原因找到了？为啥食品安全问题会被「玩梗」？,85,164,219w
5,如何评价太平洋汽车 3 月 17 日对小米 SU7 的 AEB 测试结果不公正进行道歉?,59,83,212w
6,为什么仙剑奇侠传中的蜀山派要把妖怪投入锁妖塔而不是直接杀死？,60,121,197w
7,宁德时代与蔚来达成换电合作，25 亿元投资蔚来能源，蔚来萤火虫采用巧克力电池，对行业竞争格局有何影响？,101,190,197w
8,如何看待 2025 春节档过后一个多月，上映 40 多部新片，只有一部《美国队长 4》票房勉强破亿？,164,258,193w
9,如何看待特朗普宣布拜登的赦免令无效，理由是其并非拜登本人签署？,397,763,193w
10,百度高管谢广军为女儿「开盒他人」致歉，互联网平台该怎样保护用户个人隐私？我们日常使用网络时要注意什么？,278,495,192w
11,美国娱乐公司要拍《西游记》动画三部曲，你看好吗？他们能完美呈现东方神话的独特魅力吗？,61,93,192w
12,澳大利亚一男子使用「钛合金」心脏存活 100 天创纪录，全人工的钛合金心脏有多大应用价值？,50,196,189w
13,为什么年轻人普遍认为体制内工作「稳定」，但体制内人员却频繁吐槽想辞职？,102,253,185w
14,以军对加沙地带发动停火协议以来最猛烈空袭，至少 200 人死亡，目前加沙局势如何？此次空袭原因有哪些？,91,187,180w
15,广东一乡镇 7790 个停车位卖出 1.26 亿，官方称「为规范停车管理，盘活资源」，怎样看这一方式？,104,230,177w
16,比亚迪“兆瓦闪充”技术将充电功率提升至1000kW，这是否会对换电模式（如蔚来）造成冲击？,57,129,174w
17,90后女子辞去月薪8000工作转行卖猪肉，日销300斤在杭州买房，你愿意为了自由而放弃稳定工作吗？,96,162,160w
18,小米集团 2024 年全年营收 3659 亿元，盈利 272 亿元，如何评价此业绩？有哪些亮点可关注？,41,107,156w
19,年轻人嘴上喊着「低质量恋爱不如高质量单身」，却偷偷用 AI 模拟爱情，这种矛盾是清醒还是孤独？,40,40,153w
