,title,answer_count,follower_count,detail_text
0,男婴离世家长获赔 88 万被律师拿走 55 万，官方已启动调查，如何看待此事？代理费收取标准是怎样的？,203,461,548w
1,山西一殡仪馆 3500 元月薪招太平间门卫，要求 30 岁以下、24 小时在岗，如何看待这一要求？,164,266,325w
2,2025 EWC 英雄联盟项目淘汰赛 BLG 1-2不敌G2连续两年八强出局，如何评价这场比赛？,422,497,318w
3,网友称空调开到 26 度就发酸臭味，新空调也会这样，这是真的吗？臭味的来源是什么？,31,324,311w
4,为什么大部分人拍的结婚照脸都P的一片白色毛孔都看不到，如图能看到毛孔痘痘真实又有质感人像为什么很少?,87,270,269w
5,钟薛高被申请破产，创始人曾卖红薯还债，钟薛高为何走到这一步？在经营上最大的问题是什么？,70,156,253w
6,过去恐龙可以轻松达到几吨甚至几十吨的体重，为什么现在很少有生物达到？,198,1002,249w
7,NBA夏季联赛，开拓者击败火箭，杨瀚森8分8篮板5助攻3封盖，如何评价他的表现以及本场比赛？,54,77,244w
8,王越脱口秀谈痛经去看医生，被建议「生个孩子就好了」，这个观点有科学依据吗？,148,205,218w
9,美国总统特朗普被确诊患慢性静脉功能不全，这是一种怎样的病？对他影响有多大？,58,160,210w
10,河南一男子自称摸「知了猴」卖给饭店，一晚最高收入近万元，有可能吗？大规模捉捕会对生态有影响吗？,342,634,195w
11,2025 EWC 英雄联盟项目淘汰赛 AL 2:1 HLE，如何评价这场比赛？,102,107,194w
12,五台山游客因挑逗牛被围攻踩踏，如何在旅游过程中避免类似事件的发生？,94,123,167w
13,海底捞悄悄推出「夜店模式」，不仅能吃火锅还能看男模 DJ 打碟，如何看待这一创新？能帮其提升营收吗？,60,121,158w
14,为什么中国人爱吃富含蛋白质的豆腐，身材却普遍不如西方人健壮？,173,366,140w
15,两部门调整超豪华小汽车消费税政策，零售价 90 万及以上纳入征收范围，二手车不征收，哪些信息值得关注？,83,249,124w
16,如何看待利拉德3年4200万重回波特兰开拓者？对杨瀚森未来的发展会有何种影响？,58,108,122w
17,记者返乡发现预制菜全面「攻占」 农村宴席，这种情况在农村普遍吗？现做的农村宴席未来会消失吗？,190,499,113w
18,OpenAI 发布 ChatGPT agent，有哪些信息值得关注？,27,57,110w
19,为什么RJ45触点数不多，但是带宽很大？,76,334,109w
