,title,answer_count,follower_count,detail_text
0,你如何看待钟南山院士在广州医科大学毕业典礼上，叮嘱学生要抓住老年慢性病和二甲医院提质扩容的黄金窗口期？,184,673,834w
1,德国 1-2 爆冷输球厄瓜多尔，网友调侃德国故意报复韩国，为什么大家这么说？韩国出线形势可能如何？,138,265,665w
2,如何看待韩国网友怒骂德国故意输球，日本不帮韩国队出线？客观分析，韩国出线概率真的很渺茫吗？,61,85,550w
3,韩国 5200 万人竟开了 1.08 亿股票账户，如何看待韩国股市当前的氛围？,45,92,200w
4,欧洲热浪已致上百人死亡，为什么不开空调？,387,738,196w
5,南京的简称究竟是什么，为何多数外地人都误以为是「南」？,81,116,195w
6,知情人称因出口管制对日本企业造成冲击，日本驻华大使多次请求与中方会面，但均未成功，传递了什么信号？,108,216,194w
7,大众裁员 5 万人削减三百万辆产能，将推出八大改革，为何头部车企如今却要大降本？此次改革能救活大众吗？,50,178,191w
8,凡人动画大电影《凡人修仙传之瀚海迷踪》的票房能破20亿吗？,277,319,190w
9,日本队小组赛不放水将在淘汰赛硬刚巴西，怎样看待这一选择？日本有赢球晋级的可能吗？,144,212,170w
10,中餐博大精深，也有很多油炸食品，为什么小孩子还是更喜欢西式的炸鸡？,42,55,159w
11,宁德时代利润超 7 家车企总和，其超强盈利能力由何而来？,77,153,151w
12,“生了我又不对我负责，凭什么别的同学有，就我没有？”孩子大吼，你怎么回应？,119,125,149w
13,中年再品《父母爱情》，看见全网大量批判之声，这份争议究竟源于观众苛责，还是剧集本身存在叙事局限？,287,528,149w
14,警方通报湖南「浸猪笼」游行事件，系摆拍，组织者多次摆拍低俗场景被刑拘，其还将承担哪些法律责任？,20,24,148w
15,阿里巴巴股价创年内新低，市值跌破 2 万亿港元，有哪些影响因素？何时能重回估值上行通道？,46,124,147w
16,消协点名女装「超长预售」，消费者吐槽不断，为什么女装预售期这么长？这套预售模式是怎么形成的？,66,119,133w
17,儒意电影「拼好片」功能上线，观众可自主发起观影拼团，真正拥有影院放映片单话语权，将带来哪些改变？,27,46,119w
18,做一个思想实验，如果绳子两端分别拴着物体A、B，假设把物体B放进黑洞视界面里，物体A能把B拉出来吗？,46,83,110w
19,如何评价《海贼王》第1186话？,23,22,101w
