,title,answer_count,follower_count,detail_text
0,如何看待近年来国内动画影视娱乐作品出现了很多「师尊/天庭是反派」的套路？,315,543,313w
1,比亚迪奖励 9 位「黑公关」线索提供人，其中一人获奖 100 万元，透露哪些信息？,131,341,246w
2,第 26 届农心杯团体赛，中方主将丁浩不敌韩方主将申真谞，韩国达成 5 连冠，如何看待这一结果？,65,130,202w
3,如何看待蔚来李斌就爆胎救车技术喊话余承东，邀双方 CEO 亲自下场测试？国产车爆胎救车技术是什么水平？,104,236,191w
4,为什么感觉深圳最近几年没啥创新？,26,72,101w
5,2026 名古屋亚运会首批 11 个入选电竞项目公布，如何评价这份名单？,19,36,89w
6,美团表示将为全职及稳定兼职骑手缴纳社保，如何看待此事？,19,23,86w
7,比亚迪股价创历史新高，市值 1.12 万亿进入 A 股前十，如何看待这一表现？还有哪些信息值得关注？,48,188,83w
8,波兰公司发布世界首个可双足行走的肌肉骨骼机器人，拥有超过  200  个自由度，有哪些技术亮点？,74,216,80w
9,如何培养自己善于思考的习惯？,452,937,75w
10,DeepSeek 宣布下周将会陆续开源 5 个代码库，可能会公开哪些信息？,42,232,74w
11,2 月 21 日A股两市成交额超2万亿，恒生科技指数涨超 6%，阿里巴巴涨超14%，如何看待市场行情？,162,342,72w
12,健身房的私教课真的有用吗？,21,48,71w
13,特朗普终止美联邦政府内所有平权政策，恢复死刑，这意味着什么？将对美国社会产生哪些影响？,220,683,69w
14,创业需要解决的核心问题是什么？,26,55,63w
15,给你500万，和一张清华录取通知书，只能选一个，你会怎么选？,495,568,59w
16,高中恢复双休话题为什么会引发热议？你支持高中生双休吗？,106,170,58w
17,37 岁男子吸烟 10 年脚趾全烂需截肢，医生确诊为血栓闭塞型脉管炎，诱因有哪些？如何及时预防？,28,117,57w
18,如果雷军离开了小米，小米还能走下去吗？,143,298,54w
19,哪吒与漫威超级英雄（如蜘蛛侠）对比，谁的战力更强？,37,53,53w
