,title,answer_count,follower_count,detail_text
0,女子戴「能量石」三个月，总是流鼻血，这是怎么回事？能量石辐射很大吗？,104,357,789w
1,男子玩滑翔伞被云吸到海拔八千多米高，全身多处结冰仍坚持控伞，最终奇迹生还，他能够生还的关键是什么？,57,329,661w
2,如何评价小米副总裁朱丹称玄戒 O1 并非是基于 Arm CSS 软核或硬核方案？哪些信息值得关注？,262,414,577w
3,如何看待李沐宸称「长剧目前给不到自己在中剧（短剧）市场的费用，没有天选角色，应该不会回到长剧市场」？,76,184,351w
4,西安一高中生与教授父亲共同署名发表三篇 SCI 论文，学校回应「没有问题」，对论文有多大贡献才能署名？,99,214,224w
5,美团王兴回应京东外卖百亿补贴称「将不惜代价赢得竞争」，如何解读？目前双方竞争情况怎么样？,58,117,186w
6,网友晒图称被蟑螂咬，甚至有人称蟑螂会以人为食，是真的吗？被蟑螂咬后要怎样处理？,54,169,160w
7,有哪些你吃了一次就不想再吃的东西？,509,655,160w
8,5 月 26 日汽车股全线下跌，宁德时代也跌超 4%，发生了什么？,22,70,158w
9,王健林再卖 48 座万达广场，会对万达集团带来哪些影响？目前万达面临怎样的困境？,338,1051,157w
10,普京所乘直升机遭乌克兰无人机大规模袭击，双方交战情况如何？俄乌冲突会升级吗？,87,252,149w
11,如何看待武汉杨泗港大桥下面公共区域被商业化占用？,74,226,140w
12,三十五岁突然想考公务员了，最后一班车还能赶得上吗？,107,278,111w
13,美国耕地面积比中国大，可为什么粮食产量不及中国？,776,1996,99w
14,如果只能选择五部动画电影传世，你会选择哪五部？,39,95,98w
15,孙正义计划设立美日联合主权财富基金，预计初始规模超3千亿，为何全球众多产业资本都在投资衰退中的美国？,27,96,94w
16,如何看待比亚迪公关经理发文「狗可以咬人，但人不能咬狗」，疑回应长城董事长言论？如何评价两家公司的竞争？,287,568,91w
17,翁法罗斯既然是帝皇权杖虚拟出来的文明，那它在被“开拓”之后未来怎么办？,15,20,84w
18,刚入职被老板当众甩了一耳光，然后他递给我十万现金说「这是学费」，我该收钱还是报警？,338,405,78w
19,网文的文笔重要么？为什么总有人说网文不需要文笔？,19,33,73w
