,title,answer_count,follower_count,detail_text
0,领克语音助手夜间误关大灯引发撞车，这是怎么回事？车企该怎样解决语音控制系统的安全问题？,395,649,1003w
1,朋友因得罪部门经理被扣年终奖，离职时领导了解原因后，又私下补发两万，这种情况该如何理解？,99,381,510w
2,男子因系统错误欠款千万亿，征信异常影响资金链，这次逾期工厂或被拍卖，如何评价？此类案件该如何解决？,129,355,371w
3,向华强称未来财产都给儿媳郭碧婷，一分钱不留给儿子，怎样看待他的选择？,190,414,341w
4,男篮世预赛中国队逆转战胜日本队，FIBA 官方社媒称「中国男篮偷走胜利」引发舆论，如何看待这一说法？,106,159,310w
5,巴基斯坦对阿富汗公开宣战，双方在边境激烈交火，各称造成对方大量伤亡，此次开战原因是什么？目前局势如何？,85,198,263w
6,广东 1 岁男童春节探亲时走失离世，几个大人都以为对方在照看小孩 ，家长该如何避免此类看护漏洞？,120,186,247w
7,我们几千年前就蒸馒头蒸饭，为什么蒸汽机是外国人发明的呢？,138,260,238w
8,「初代同事」概念走红，和校园友谊、普通同事关系有何不同？它反映了当代年轻人怎样的职场生态和情感需求？,92,292,234w
9,魅族回应退市传闻，宣布暂停国内手机新产品自研硬件项目，全面转型AI及软件生态，为什么会走到这一步？,49,137,168w
10,央行决定从 2026 年 3 月 2 日起将远期售汇业务的外汇风险准备金率下调为 0，将有哪些影响？,26,89,159w
11,一点点资助男孩被曝戴千元手表，资助物资包含数本「阿衰」漫画书，为何引发争议？这样的公益活动合适吗？,24,33,151w
12,为什么中国男篮能在缺少周琦的情况下逆转日本队？从落后14分到领先七分发生了什么？,25,35,143w
13,网友晒春节前后的监控对比，称「像一场热闹的梦」，这个年你过得怎么样？节后离乡你有哪些感触？,45,99,137w
14,如何看待消息称2026年中国手机行业将正式迎来全面涨价潮，3 月起新品最低涨 1000，老款也将调价？,447,975,120w
15,曾沉寂 20 年的「游神」文化，近两年在潮汕地区为何忽然火爆？,26,38,114w
16,如何评价《飞驰人生3》中的大反派百强？,19,21,100w
17,带狗回家「外挂式运输」引争议，这种方式是否涉嫌虐待宠物？若引发交通事故车主要承担哪些责任？,46,72,92w
18,未来战争如果机器人完全取代了人类士兵，是否会出现到人类的意志对战争形势无法起到任何影响的情况?,16,36,91w
19,三星 Galaxy S26 Ultra 首发硬件防窥屏，和传统防窥膜有什么区别？实际体验到底怎么样？,34,58,90w
