,title,answer_count,follower_count,detail_text
0,如何看待华中科技大学副教授称「5 到 10 年，『研本倒挂』必将成为常态」？,282,1005,546w
1,刀削面时是一根一根往里削，第一根入锅的面条已经煮熟时，最后一根入锅的还没熟，怎么办？第一根会不会老？,355,814,171w
2,9 月 25 日，中国人民解放军火箭军成功向太平洋发射洲际弹道导弹，释放了哪些信号？,2116,5277,135w
3,如何评价《鸣潮》在1.3版本中将新五星、四星角色拆分至不同卡池，不少玩家表示是在效仿米哈游？,50,61,100w
4,如何看待《绝区零》第四章探索委托只占5%，《绝区零》彻底放弃走格子了吗？,32,27,86w
5,24法考客观题难度大不大？,44,73,76w
6,2024 法考客观题考试结束，你有哪些体会？今年的题难度大吗？,31,56,70w
7,陆川执导电影《749 局》定档 10 月 1 日国庆上映，对此你有何期待？,29,40,67w
8,东北雨姐带货红薯粉条厂家承认「产品确有三分之一木薯粉」，木薯粉会给身体造成危害吗？,139,273,66w
9,我国古代难道没有好几米的超长枪矛吗？为什么影视剧复原的长枪总是特别短？,31,37,59w
10,一个人想要治理好自己的心理问题，是不是需要「自我认同感」？,42,112,58w
11,《流浪地球 2》中， MOSS 与人类对话时为什么反复强调「不要比喻、反问、暗示」?,45,116,57w
12,合肥肥东再发 3.8 级地震，今年已发生 5 次 3 级以上地震 ，当地情况如何？为何如此频繁地震？,83,296,53w
13,人活在世上为什么每天都要努力呢?,482,582,49w
14,《黑神话》中的马天霸身为牛魔王的麾下大将，为何几乎到哪都不受待见？,25,51,48w
15,读过两遍《道德经》，为什么全文都没有提到努力二字呢？,155,328,42w
16,为什么中国古代都城里皇城不居中？,35,366,36w
17,小时候的玩偶被破坏，为什么我会感到难过？,68,128,30w
18,为什么有的太空歌剧中的战舰连爆星都做不到?,31,46,24w
19,人类是如何知道地球有45亿年？,24,208,20w
