,title,answer_count,follower_count,detail_text
0,审稿人强行要求引用 13 篇无关文章，中科院金属所在引言「硬刚」，如何评价这一行为？,149,792,282w
1,如何评价爱奇艺第三次道歉声明「对在巴林 vs 中国的比赛中受影响的观众进行退款并且免费观看中日之战」？,45,55,131w
2,《再见爱人 4》众多嘉宾共情麦琳，要李行亮理解麦琳，是在「情感霸凌」李行亮吗？,35,66,92w
3,余承东宣布 Mate 70 将于 11 月 26 日发布，新机有哪些亮点值得期待？,23,40,87w
4,为什么softmax函数输出值可以作为概率预估?,19,106,58w
5,11 月 15 日世预赛，阿根廷 1:2 巴拉圭，如何评价本场比赛双方的表现？,25,31,56w
6,为什么这轮牛市突然开始了？,119,357,54w
7,为什么塞拉斯偷任何英雄的大招都有一种和自己原有技能组很搭配很有威慑力的感觉？,89,126,51w
8,新生儿数创 25 年来新低，俄罗斯立法「对宣传无子女思想者最高罚款 500 万卢布」，如何看待该规定？,493,909,47w
9,歼-35A 设计团队平均年龄 30 出头，这说明了什么？,327,606,33w
10,吉利战略大整合，极氪和领克合并，为什么会做这样的调整？,49,127,22w
11,假如你救人的初始成功率为0%，但每次救援结束可以增加1%成功率，该如何使用这个能力?,43,44,20w
12,如何看待姆巴佩俱乐部状态不佳，并落选法国国家队？,40,94,18w
13,被泼开水女童返校书包现恐吓信「再发视频，要你全家不好过」，如何看待校园霸凌问题？该如何保护自己？,917,1760,17w
14,在海底捞点四个清水的行为是砸场子吗？,70,176,16w
15,如何看待宝蓝锐评「LPL十个教练有两个懂游戏就不错了，全是搞关系和表演的那种」？,51,106,10w
16,有哪些人气比主角还高的反派？,1379,6533,5.1w
17,江苏无锡京东物流园突发大火，京东辟谣十几亿元手机被烧毁，称存放物品为日常百货用品等，造成影响有多大？,1623,3703,5w
18,都说现在的教师难做，到底难在哪里？,86,243,4.8w
19,《星铁》的仙舟元帅「华」可能重蹈「钟离事件」的覆辙吗？,32,39,4.8w
