,title,answer_count,follower_count,detail_text
0,媒体曝光企业将日用品、护肤品申请为医疗器械，「套」刷医保卡，这种行为危害有多大？该承担怎样的法律责任？,159,296,373w
1,胖东来 2025 年销售额已突破 200 亿，比去年全年高出 30 亿，如何评价这一业绩水平？,85,279,223w
2,通背拳能打弯扳手，却打不倒耳光选手，是否说明打耳光选手的脸，比扳手更硬？,78,98,215w
3,武汉牛肉面馆一碗「管饱面」全网爆火，有人驱车 500 公里来打卡，面馆做法为何能如此打动消费者？,57,140,170w
4,00 后小伙体重 340 斤有 8 块腹肌，为什么体重这么大还能有腹肌？对健康会不会有什么隐患？,32,116,161w
5,外媒爆料拳头正计划在选手比赛时允许教练员与团队沟通，此举将带来哪些影响？,96,143,157w
6,《知否》中明兰祖母为达官显贵独女，才华横溢，为何下嫁盛家？,67,142,125w
7,明明 S15 总决赛上 Faker 对线拼拼被 BDD 压制，为什么 T1 最终还是赢下来了呢？,48,77,117w
8,八段锦是每个动作都必须标准重要，还是重意不重形？,27,178,108w
9,现代大学生能不能在科举考试中脱颖而出取得状元？,106,130,97w
10,男子上班途中突发心梗死亡，发病前一直用微信工作，人社局不予认定工伤，家属诉至法院，如何从法律角度解读？,103,294,95w
11,为什么很多办公室要挂“厚德载物”“宁静致远”“天道酬勤”这类书法装饰？,1191,2173,94w
12,如何评价《繁花》剧组出声明控诉古二录音，但是网友一致支持古二？,109,198,94w
13,如何看待「人民咖啡馆」致歉更名，却仅在招牌上加「小字」？大陆地区整改，港澳及海外仍保留是何用意？,64,85,94w
14,云南通报「赤裸小孩」调查情况，小孩生长发育正常，正进行行为矫正，行为矫正对其成长有多重要？,101,129,92w
15,西贝一个月闭店近 10 家，也有门店大排长龙，预制菜风波后西贝的经营状况究竟如何？还面临哪些挑战？,41,91,91w
16,为什么日本人吃得少日漫里还经常刻画喜欢吃东西的女生？,22,81,85w
17,如何看待KPL解说发表的关于「第一支在鸟巢夺冠的中国电竞战队」等相关争议言论？,210,244,85w
18,小红书拿下支付牌照，其全资子公司已 100% 控股东方支付，如何解读小红书这一布局？,36,142,84w
19,张家界荒野求生选手抓到节目组投放的二代野猪，这是否背离了荒野求生的本质？荒野挑战我们最期待看到什么？,109,283,84w
