,title,answer_count,follower_count,detail_text
0,如何看待《凡人修仙传》最新一集韩立结婴由于观看人数太多导致 B 站崩溃?,383,695,2215w
1,特朗普与普京会晤未达成任何协议，如何解读此次会晤？将对国际局势带来哪些影响？,995,2419,781w
2,官方通报「女司机亮证逼迫让路」事件，其丈夫被党内警告处分，多人被问责，怎样从法律角度解读？,267,519,590w
3,6 岁男童被邻居带去替女孩打疫苗，倒查发现半年前也打过，警方已立案，卫生服务中心及邻居应承担哪些责任？,228,491,482w
4,电视剧拍到一半演员去世了/不拍了怎么办？,197,1015,218w
5,苏州「越野跑大神」误食毒蘑菇去世，知情人称中毒很深、全身发黑，误食毒蘑菇发现异常后如何正确就医？,51,133,190w
6,如何看待吉利汽车上半年销量增长 47% 的同时利润反而下滑 14%？,90,269,180w
7,2025 世界人形机器人运动会，包括宇树在内的 16 国 280 支队伍参赛，有哪些看点？,51,141,173w
8,孩子放着C9不选，选一个双非，怎么办?,90,148,170w
9,为什么现在的学生很少用蓝色笔了？,44,92,166w
10,7 月非银存款激增 2.14 万亿，居民存款减少 1.11 万亿，减少的存款去哪了？反映了什么趋势？,70,294,159w
11,米哈游创始人蔡浩宇主导开发的《Whispers from the Star》发售后口碑销量表现如何？,66,101,153w
12,一公园为游客打捞手机时意外发现 100 多发步枪子弹，警方介入调查，子弹可能来源于哪？为何出现在湖底？,31,131,141w
13,企业加班通知走红，涨薪 25%、发 800 补贴，清洁阿姨帮看娃，如何看待此事？是否存在潜在违法风险？,145,318,138w
14,《浪浪山小妖怪》中，为什么黄眉怪没有被怪罪，反而得到两件新的宝物？,51,76,135w
15,特朗普迎接普京，地面停 F-22 战机，天上飞 B-2 轰炸机和 F-35 战机，这些战机实力如何？,143,367,134w
16,女子备孕 10 年生下宝宝患尿毒症，为什么新生儿会患尿毒症？治疗难度大吗？,30,119,132w
17,如何评价《凡人修仙传》动画「韩立落云宗结婴」?,31,51,127w
18,南昌一女子回应给中以混血女儿取名「武雪丽莎芭蕊」，称此前咨询过民警，如何看待取名字数越来越多现象？,33,47,126w
19,为什么暴晒后的树摸着不热？,18,35,116w
