,title,answer_count,follower_count,detail_text
0,康师傅冰红茶为何一次涨价就大幅丢失市场？,316,606,1411w
1,住房公积金条例迎重大修订，装修、物业费被明确纳入范围，灵活就业人员可自愿缴存，哪些信息值得关注？,74,363,447w
2,精神科医生「10级美颜证件照」火了，出诊照却素颜干练，这种反差戳中了什么？为什么大家边笑边把号挂满了？,38,121,235w
3,如何看待同济大学教师考核新规取消长期聘任，这是全员非升即走吗？可能会对教师、学生、学术环境有何影响？,655,2038,218w
4,如何评价8月3日上线的阿里Qwen 3.8 Max正式版？相比其他模型表现如何？,54,205,194w
5,盒马、山姆等顶流商超接连布局县城，如何看待头部商超集体「下乡」这一趋势？县城消费力能否支撑其野心？,67,139,189w
6,多平台牛蛙抽检抗生素超标，为什么这类成分屡屡超标？吃了对身体有危害吗？购买时有办法辨别牛蛙是否安全吗？,22,40,181w
7,为什么我觉得贵的耳机反倒不如几十块的好用呢？,44,53,178w
8,1.55 升哑铃造型矿泉水走红，这种创意设计能代替正规哑铃吗？你愿为这种创意买单吗？,37,51,174w
9,男子癌症晚期发现医保断缴两年，村干部称不是私吞而是漏缴，可能是哪个环节出了问题？该如何避免？,60,144,156w
10,哥哥离世两次请假被拒，男子返乡奔丧被辞退后起诉公司赔款，奔丧算「擅自离岗」吗？公司的行为违法了吗？,127,278,156w
11,一夜无梦才是高质量的睡眠是真的吗？,22,55,155w
12,巴基斯坦发生雪崩，10人国际登山队全部遇难，中国登山者王钟遗体被冲到千米之下，雪山雪崩究竟有多危险？,42,94,155w
13,王宝强为何戏路比黄渤更宽？,98,181,147w
14,如果我有每天一吨的可稳定供应的西葫芦炖茄子，可以发财吗？,80,216,139w
15,为什么截止目前，小米澎程n70 max全网不开放内饰评测？,43,68,134w
16,樊振东逆转张本智和，这场球到底神在哪？,29,50,114w
17,消费者因银鹭抽奖码被提前核销维权，获赔后却被备注「敲诈」，企业后称财务失误，这个回应站得住脚吗？,20,35,97w
18,玩过《英雄联盟》「经典模式」后，你发现拳头这些年哪些改动真是正确的？,33,38,95w
19,如何看待雷军在发布会最后说「晚安」被指营销？,141,190,95w
