,title,answer_count,follower_count,detail_text
0,12306 凌晨通知候补成功，网友睡醒已错过发车，1700 元车票作废，如何看待此事？该如何避免？,131,318,587w
1,为什么过完年有种凄凉失落感?,109,427,394w
2,为什么宇宙恰好是三维的，不是二维也不是四维？,555,1877,252w
3,沈腾主演电影总票房破 400 亿，他为何能成为中国影史票房第一人？,186,375,242w
4,航天科研人员赵学军出国被策反，才到国外就被盯上，请吃烧烤一步步拉下水，此案件有何警示作用？,476,1422,206w
5,未成年人 9300 元贱卖妈妈 13 万奢侈品，问题出在回收平台的审核漏洞吗？这种情况能退还物品吗？,37,120,186w
6,商务部将三菱造船株式会社等 20 家日本实体列入出口管制管控名单，哪些信息值得关注？,611,1757,164w
7,如何看待2026年2月24日Anthropic公司声称中国实验室对Claude模型大规模蒸馏并点名？,19,53,159w
8,未来有什么工作绝对不会被人工智能（AI）取代？,925,4848,144w
9,巴拿马强行接管李嘉诚旗下港口并转交马士基，这合法吗？如何评价这一行为带来的影响？,125,337,142w
10,对于普通人来说，“高薪大厂工作十年后考上编制”是不是顶配的幸福感？,32,156,141w
11,被击毙的墨西哥最大毒枭塞万提斯是什么人？其被击毙和美国方面有什么关系？,25,105,140w
12,乡镇公务员在「婚恋市场」遇冷，从经济角度看是公务员在相亲市场中含金量下降了么，乡镇编制有何压力？,53,319,129w
13,《飞驰人生 3》中张驰第一次邀请叶经理去见百强总，叶经理为什么拒绝？,22,40,117w
14,媒体报道称美军「福特」号航母 650 个厕所坏近九成，舰员如厕排队 40 分钟，原因是什么？,126,289,116w
15,字节跳动超 400 亿元出售沐瞳科技，对其游戏业务意味着什么？,25,122,112w
16,有人同一个电视剧刷了 800 遍，为什么有些人沉迷重刷老剧？,52,154,99w
17,韩寒为啥没有成为莫言，余华一样的职业作家？,29,40,90w
18,外卖夫妻春节不回家，一个月赚四万多，你会选择这样的方式多赚钱吗？,452,750,81w
19,为什么与低认知的人沟通问题时，会比较崩溃？,57,85,69w
