,title,answer_count,follower_count,detail_text
0,字节跳动是否已经具备抗衡国内所有大厂总和的能力?,341,1030,1084w
1,如何把客厅布置成让亲戚坐下不到十分钟就想走的样子？,187,309,415w
2,永州千年古树燃烧近十小时扑灭，官方通报系未成年人扔爆竹引发，为什么灭火要花这么长时间？谁该承担责任？,40,163,276w
3,于东来称胖东来永不上市，最高管理层60岁前须退出权力岗，如何理解？强制退休意味着创始人放弃控制权吗？,51,105,241w
4,网友晒家里蘑菇长势喜人，却被提醒有「真菌入肺」风险，室内种植蘑菇的危险性有多大？孢子真的会满屋飞吗？,26,99,212w
5,谷爱凌滑雪服上徽章和龙纹元素堆砌，让网友感慨这片土地缺乏审美教育，这件雪服设计是否存在问题？,161,212,189w
6,为什么多数人宁愿花更多的钱买低档新车，也不愿买较少的钱买中高档二手车？,164,251,167w
7,中戏表演系原主任陈刚主动投案，曾培养章子怡、佟丽娅等明星，其中哪些信息值得关注？,232,878,158w
8,你认为哪部电影将夺得 2026 春节档票房冠军？,61,87,154w
9,为何最强的曹操死都没称帝，刘备孙权称帝了？,32,62,151w
10,男子把降压药掰开吃半小时后昏迷，医生称药名含有「控释、缓释、肠溶」字样需整颗服用，这类药品为什么特殊？,29,87,149w
11,DeepSeek 更新后被吐槽变冷变傻，你感受到了吗？为什么会出现这种情况？,24,51,131w
12,法国三名婴儿因问题奶粉死亡，近期全球多款奶粉涉蜡样芽孢杆菌毒素被召回，为何会这样？国内奶粉会受啥影响？,17,39,117w
13,为什么科学无法解释意识呢？,37,72,103w
14,如何评价一人之下801（752）话《天罗》？,65,75,85w
15,相声演员卢鑫失联，法院公开悬赏，有哪些信息可以关注？可能面临哪些处罚？,24,52,84w
16,如何评价电视剧《年少有为》大结局？,15,19,83w
17,国际金银、美股、石油、BTC等均现下跌，银价一度跌超11%，发生了什么，春节期间应如何防范大波动行情？,19,37,82w
18,上海嘉闵线施工区域 48 小时内两次塌陷，目前情况如何？塌陷原因可能是什么？,37,225,81w
19,女子骑电动车近 2 个月从上海回广西，已走三千多公里，如何看待这个交通方式？你有哪些有趣的回家经历？,112,210,79w
