,title,answer_count,follower_count,detail_text
0,印乐法师任少林寺住持，他是谁？会对少林寺发展带来哪些影响？,577,1176,1552w
1,媒体称NASA发现一颗富含黄金的小行星，估值 5.53 亿亿元，这意味着什么？这些黄金能被人类所用吗？,117,335,211w
2,网友曝山姆多款产品偷偷减重，紫色抽纸 3 年来价格没变重量却缩水  8%，为什么会出现这种情况？,268,699,211w
3,新央企中国长安汽车集团成立，登记地在重庆，注册资本 200 亿元，将对汽车行业和市场格局带来哪些影响？,105,437,178w
4,小米汽车宣布 8 月购车政策，部分配置将下架，背后的原因是什么？,33,139,120w
5,百万网红小英被曝要离婚，其老公称「她一天花 10 万，自己和孩子只是她赚钱的流量」，具体是怎么回事？,29,53,118w
6,数据显示，我国高收入者纳税占比约 9 成，这一数据说明了什么？,119,290,115w
7,电影《南京照相馆》票房突破 5 亿，如何评价这一票房成绩？,164,287,113w
8,95后土木研究生辞职摆摊卖造型奇特的「军火烧饼」，遭小学生疯抢，如何评价他的选择？这是门好生意吗？,135,498,102w
9,网红「旺仔小乔」被禁言禁关，公开道歉信被指查重率达 97%，后续事态会怎样发展？,55,116,101w
10,理想 i8 售价 32.18-36.98 万元，全系标配双电机四驱、激光雷达和零重力座椅，性价比如何？,78,115,101w
11,如何评价《明末：渊虚之羽》预估销量超120万套？,39,42,98w
12,法院认为不能认定武汉大学图书馆男生实施性骚扰，学校应不应该撤销处分？撤销处分难点在哪？,48,83,98w
13,美团称「浣熊食堂绝不自营，绝不下场与商家竞争」，怎样看待此表态？它如何平衡自身利益与商家、消费者权益？,54,128,90w
14,为什么中学课本正在逐渐删除cot、sec、csc？,42,203,87w
15,为什么欧洲有很多绵延多年的家族，而中国却有“富不过三代”的说法？,142,363,82w
16,dota2为什么要一直大更新？但cs不用？,17,16,77w
17,河南一家女儿患暴发性心肌炎去世后，儿子又患同种病进 ICU，什么是暴发性心肌炎？孩子接连患病有关联吗？,28,232,70w
18,事情太多领导让平级同事帮我。但是那个同事会反复说资料这不对那不对，没事找事。听着让人不舒服该怎么办?,22,28,68w
19,有什么适合一个人的运动，最好是没有场地要求？,264,424,61w
