,title,answer_count,follower_count,detail_text
0,日元跌破1美元兑162日元关口，创下近40年来新低，日本央行已加息至1%，为何完全挡不住日元贬值颓势？,259,751,801w
1,如何评价deepseek2026年6月29日再次调整收费标准？,89,313,660w
2,如何看待外网热议 OR 上的热门匿名模型 Owl Alpha 被爆来自中国？,56,284,333w
3,网友称玻璃吸管碰到杯底易产生肉眼难见的微裂纹，会致吸入细渣划伤消化道，是这样吗？玻璃吸管到底安不安全？,57,180,243w
4,博主爆料明星集体失业成常态，流量明星无戏可拍，目前影视行业现状到底怎么样？,141,303,211w
5,湖北702分考生放弃清北选择南大计算机，如何看待他的选择？,73,151,206w
6,昆明车主称法拉利被多名孩童玩出划痕，家长调解赔 5000 被拒，监护人该按什么标准赔？,46,78,205w
7,荷兰点球大战 3-4 遭摩洛哥淘汰，无缘晋级 16 强，如何评价本场比赛？,514,686,205w
8,如果把《爱情公寓》放到现在，它还是年轻人理想中的合租生活吗？,110,212,204w
9,为什么现在菜没有菜味，肉没有肉味，鸡没有鸡味？完全没了小时候的味道？,247,401,189w
10,A 股上半年收官，科创50涨近 64%，创业板指涨超 35%，有牛股年内涨近8倍，哪些信息值得关注？,98,232,144w
11,不玩 LOL 怎么才能看得懂 LPL 的比赛?,97,141,144w
12,消息称腾讯与长鑫存储签署200多亿元大单，可能带来哪些影响？国产存储芯片开始大规模商业化落地了吗？,23,83,144w
13,如何看待孙兴慜发长文向韩国民众致歉，恳请不要过度批评球员？,36,73,143w
14,日本为什么会流行起来枯山水，毕竟这风格很容易招流浪猫过来上厕所？,30,44,126w
15,现代医学已经发展到了什么恐怖的水平？,1525,45267,105w
16,C罗还能带领葡萄牙队夺得世界杯吗？,35,37,94w
17,线上免费存储空间的红利时代是不是逐渐落幕了？,153,173,92w
18,佛得角世界杯小组赛三连平小组第二直接出线，历史上有类似的案例吗，对阵阿根廷有胜算吗？,38,54,83w
19,以色列称以军已准备独立对伊作战，可能随时再起冲突，以军将在黎巴嫩南部保持长期军事存在，对局势有何影响？,31,59,77w
