,title,answer_count,follower_count,detail_text
0,京东被曝开除一副总裁，账号秒没、团队被收编，无告别信，何看待这种「清零式」离职？这在大厂是一种常态吗？,108,411,1238w
1,全网最不想火鸡煲店老板抗拒走红，称「用的冰冻鸡，别来了」，如何看待其这波操作？背后是怎样的心态与逻辑？,235,680,725w
2,陈光标称张雪迟迟未来提车，将车辆变现 1000 万捐赠给嫣然医院，怎样看待他的做法？,52,114,554w
3,我现在越在德国呆的久，越看不起德国是什么心态？,70,243,298w
4,2026 澳门世界杯，孙颖莎 4-1 战胜王曼昱夺得冠军，如何评价本场比赛？,69,73,279w
5,国产手机厂商已集体涨价，会持续多久？苹果会加入吗？,57,144,261w
6,美以袭击伊朗进入第 37 天，当前局势如何？哪些信息值得关注？,254,677,203w
7,最近好像有个新能源车电池「8年斩杀线」的概念火了，这种状况真的存在吗？是不是在贩卖焦虑？,91,167,153w
8,网友分享自己制的冰里面充满白色结晶，像长毛的霉豆腐，为啥会这样？怎样才能在家冻出晶莹剔透的冰？,52,188,148w
9,2026澳门单打世界杯男单半决赛，王楚钦4-1战胜巴西选手雨果·卡尔德拉诺，如何评价这场比赛？,132,171,132w
10,伊朗称美军营救飞行员任务失败，多架飞机被击落，美方却称飞行员已被救出，到底谁说的是真的？,312,567,108w
11,今年清明「纸扎AI全家桶」火了，人们给祖宗烧 DeepSeek 等热门大模型，反映出怎样的情感需求？,42,98,96w
12,为什么大学不能把研究生的课放到大一大二学习，然后大三和大四直接按照研究生来科研？,38,64,90w
13,与其压孩子学习，担心孩子因此抑郁，不如放任不管，让孩子自由自在地活着，你同意这个观点吗？,48,79,84w
14,2 架美军运输机执行救援任务时被困，美军随后将被困飞机炸毁，为什么要这么做？飞机落入伊朗手中会怎么样？,49,118,78w
15,祭祖在现代社会是否被视为一种迷信行为？我们传承的究竟是一种形式，还是一种精神内核？,74,111,75w
16,为什么很多人一到中年兴趣爱好就慢慢变淡了？中年人应该怎么平衡家庭和自我？,110,254,72w
17,人类大脑会不会在 AI 时代萎缩了？,21,32,70w
18,目前最有前途的储能技术是什么，为什么这样认为？,68,261,58w
19,听说雷雨天在户外如果头发突然竖起来，很可能已被雷电锁定，这是真的吗？遇到这种情况该怎么办？,39,159,57w
