,title,answer_count,follower_count,detail_text
0,张一鸣身家突破 1050 亿美元首次成亚洲首富，如何评价其商业成就？,290,925,283w
1,如果存在一个100%深海覆盖的海洋星球，对人类来说会不会非常恐怖？里面会发展出什么生命吗？,51,174,274w
2,如何看待 HYROX 失禁选手就北京赛场事件道歉，决定追溯性退出该场比赛，并放弃此前获得的积分？,22,30,226w
3,一照相馆设体重要求，仅接受 120 斤以下客户预订，因 「部分顾客常要求过度修图」，如何看待这一规定？,56,121,203w
4,LPL 2026 赛季资格赛TES 3-1 iG，如何评价这场比赛？,139,144,200w
5,国乒、国羽、中国体操队被困名古屋机场，现场只提供水无食品，为什么会这样？暴露出亚运会组织方的哪些问题？,517,882,122w
6,AI已经有解决千禧年数学难题的能力，在读基础数学博士应该怎么办？,22,70,95w
7,全新理想 i9 今晚发布，有哪些技术亮点？预计销量如何？,30,33,74w
8,问一下大家，总层24，只剩18楼和5楼，选哪个比较好？,240,382,71w
9,如何看待前 OpenAI 研究员发布的新模型「Jev」 ？这类模型会成为 Agent 的新技术路线吗？,23,100,70w
10,苏轼在黄州如此凄惨，为何还很快乐？,112,280,69w
11,教父的政治资源只属于教父一人，并不属于柯里昂家族，所以柯里昂家族是不是很脆弱？,18,71,68w
12,一样的父母一样的教，大儿子考上好大学，小儿子却染了黄头发，为什么会有这么大差别？,86,157,68w
13,为什么「翻篇是人生最重要的能力之一」？面对不愿放下的过往，人们该如何自处？,78,305,68w
14,有没有好吃的美食推荐呀？,26,45,68w
15,有哪些演员让你觉得第一眼惊为天人，后面觉得很普通，甚至怪怪的？,58,207,63w
16,亚运女子板球1/4决赛场地积水取消，中国队世界排名低于对手被判负，一场未打结束亚运征程，这规则合理吗？,139,229,59w
17,电影《神探之痕迹》定档10月1日上映，张译主演，根据《中国神探——共和国刑警崔道植》改编，你有何期待？,47,71,58w
18,这次亚运会，中国男足能拿奖牌吗？,40,56,58w
19,坠亡幼童父亲举报妻子发布的视频侵犯其肖像权，他有权这么做吗？,64,123,58w
