,title,answer_count,follower_count,detail_text
0,6 月 8 日菲律宾群岛发生 7.9 级地震，或引发大规模海啸，目前情况如何？会对我国沿海造成影响吗？,80,194,400w
1,央视为什么反复重播86版《西游记》而不播放87版《红楼梦》？,168,299,325w
2,燃油车价格「雪崩」，冲击二手车，三年折损近 50%，燃油车时代要加速落幕了吗？,240,586,231w
3,如何看待「德国经济学家连续猜中3届世界杯冠军，今年他预测荷兰队夺冠」？你认为哪支队伍会夺冠？,107,166,221w
4,与AI进行对话时，礼貌性地说“请、麻烦、谢谢……”对交流有好处吗？,174,321,210w
5,如何评价 2026 各地高考物理题，难度怎么样？,19,46,206w
6,国际宇航科学院更新探索地外生命指导准则，包括「不要擅自回复外星人」，怎样解读？对探索外星文明有何影响？,83,169,205w
7,Windows 笔记本集体重回 8GB 内存，当前配置还够用吗？,92,210,204w
8,人民的名义里边李达康这样无情无义的干部是真的好干部吗？,89,162,175w
9,美以袭击伊朗进入第 101 天，当前局势如何？有哪些值得关注的信息？,38,66,164w
10,「石脑油危机」或致香蕉从日本人餐桌上消失，如何看待这场「蝴蝶效应」？暴露了日本供应链的什么问题？,32,54,154w
11,扬州发现「巨型老鼠」，系外来入侵物种，其对生态环境有哪些危害？如何有效防治？,16,33,153w
12,网传红果新规禁拍灵异、宗教、缅北等题材后被辟谣，以后会有完善相关规定的趋势吗？会带来哪些影响？,105,218,140w
13,金价跌回年初起点，抹去全年涨幅，若美联储加息金价会不会跌破4000美元？ 此前多家投行唱多，如何解读？,23,111,132w
14,《情深深雨濛濛》里，陆振华思念了萍萍一辈子，但又娶了9个老婆，那他是真的爱萍萍吗？,79,121,123w
15,如果尼克斯夺冠，会对NBA产生什么影响？,28,43,122w
16,高层住宅未来是不是垃圾资产？,60,229,111w
17,如何评价窦靖童、INNOUT《歌手 2026》第三期演唱《BIRDS OF A FEATHER》？,35,40,109w
18,如何评价 2026 各地高考历史题，难度怎么样？,14,27,108w
19,葫芦娃七个放到《西游记》中是什么实力的妖怪？,16,23,107w
