,title,answer_count,follower_count,detail_text
0,豆包手机被微信「拒绝」后，阿里系 APP 被曝也禁止其登陆，如何看待这场「博弈」？核心矛盾是什么？,276,656,1397w
1,如何评价网飞 827 亿美元收购华纳兄弟、HBO 及 HBO Max？会对影视行业带来什么影响？,74,307,538w
2,2026美加墨世界杯分组抽签结果出炉，法国挪威造死亡之组，英格兰碰克罗地亚，如何评价最终的结果？,55,95,214w
3,如何评价此次2026世界杯抽签的结果，签运最好和最差的分别是谁？,22,36,202w
4,外卖新国标出台，禁止平台强制商户促销、骑手连续接单超 4 小时暂停派单 20 分钟，新规会如何落地？,116,331,201w
5,碧桂园完成境内外债务重组，降债超 900 亿元，未来 5 年内兑付压力将极大缓解，怎样从商业角度解读？,29,133,137w
6,俄罗斯数百辆保时捷突遭锁死断电，疑遭卫星干扰，部分奔驰、奥迪、大众也出现类似故障，具体情况如何？,211,833,130w
7,税务部门公布陈震偷税案件细节，用空壳工作室虚假申报，是典型的「转换收入性质」的违法行为，此案有何警示？,124,362,111w
8,为什么很多机械键盘砍掉功能键换成屏幕或者旋钮？,20,43,91w
9,《恶灵附身》《死亡空间》也很优秀，为什么输给了同类型生存恐怖的《生化危机》？,39,76,81w
10,网传小米外包员工「天放哥」因抗议加班被离职，是真的吗？反映了当前互联网行业外包员工劳动权益的哪些困境？,218,414,81w
11,如何看待周鸿祎「豆包手机助手拿捏所有 App，直击互联网大厂的护城河」的观点？,205,616,80w
12,如果李涯被余则成扇耳光后反手也给余则成一耳光，会怎么样？,21,22,80w
13,在Ubuntu 上有什么必装的实用软件？,93,4095,78w
14,如何评价《原神》月之三的剧情？,27,26,70w
15,《水浒传》里晁盖有钱有势，为何要打劫生辰纲？,47,54,69w
16,万达刚赎回的万达广场，又被转让，万达到底在谋什么局？此次操作路径会如何影响万达未来发展？,20,128,63w
17,民间流传「鱼胆能清火、解毒」，女子生吞鱼胆导致肝衰竭，为什么会这样？鱼胆为何毒性如此强烈？,62,159,59w
18,乐视网负债238亿，拟再投1.8亿元炒股打新，如何理解这一决策？为什么不先还钱？,40,189,57w
19,领导为什么不喜欢有主见的员工呢？,81,179,57w
