,title,answer_count,follower_count,detail_text
0,释永信一审被判有期徒刑 24 年，涉案金额过亿，哪些信息值得关注？如何从法律角度解读？,310,672,2384w
1,如何看待5月29日发布的Claude4.8Opus疑似大量蒸馏国内开源模型？,306,864,1260w
2,2026年 5 月 29 日新格伦火箭在发射台上发生大规模爆炸，可能的原因是什么？将会产生哪些影响？,592,1453,826w
3,超市里卖的速冻水饺为什么可以价格做到如此之低？,252,1156,344w
4,海底捞宣布小料台牛肉粒回归，全国门店恢复供应，此前牛肉粒需通过 iPad 下单，如何看待这一调整？,44,115,342w
5,14 人被骗去上海地铁「上班」数月，一分钱未得还倒贴，他们为何没察觉异样？该怎样识别此类骗局？,84,302,317w
6,为什么年轻人都不太愿意在买衣服上花钱，有点钱全炫肚子里？,338,592,259w
7,为什么电车普遍比油车重、对路面的破坏更大，却一分钱养路费都不用交？你觉得电车该交养路费吗？,101,209,241w
8,比亚迪承诺为城市领航安全兜底 1 年，天神之眼 A、B新老用户均可享受，如何看待此举？实际价值有多大？,143,277,237w
9,《歌手 2026》第二期齐豫第一、魏如萱淘汰，结石姐袭榜张碧晨、尤长靖成功，如何评价所有歌手的表现？,50,63,215w
10,美国布鲁金斯学会研究员罗宾·布鲁克斯称「日元已跌破土耳其里拉，沦为全球最弱货币」，这一观点站得住吗？,39,107,214w
11,日本军演转移 12 万居民，专家解读称「日本为预演台湾有事清空战场」，怎样解读日方的行动？,132,349,191w
12,怎么看待美国前CIA官员被控在家中藏匿300根金条，其辩称系“工作所需”?,24,52,168w
13,如何看待博主爆料 2026 名古屋亚运会中国电竞代表队将仅参加 2 个项目，其中疑不包含《英雄联盟》？,45,63,164w
14,成人礼变「表演现场」，学生盛装走红毯，现场「十跪爹娘」，如何看待这样的成人礼？成人礼为啥变味了？,149,242,142w
15,华为发表韬(τ)定律，实现晶体管密度与系统性能突破，是芯片制造领域另一个deepseek时刻吗？,241,580,141w
16,郭帆恭喜杨紫琼《流浪地球 3》杀青，她会饰演一个什么样的角色？对此你有何期待？,74,107,140w
17,为什么现在农田中出现了大量的野鸡？是好事还是坏事？,28,78,114w
18,《给阿嬷的情书》为什么男主不去距离更近的香港而是要下南洋？,42,130,111w
19,为什么管泽元一个电竞解说能成为 2026 美加墨世界杯的解说呢？,18,24,110w
