,title,answer_count,follower_count,detail_text
0,克里米亚野生动物园著名饲养员「卡佳阿姨」被狮子撕碎身亡，暴露出哪些安全隐患？,88,248,441w
1,内蒙古医科大学学生晒与大体老师头骨合影引热议，校方回应正在处理，事件后续进展如何？,150,268,323w
2,2024 乒乓球全锦赛男团决赛，樊振东领衔上海队实现三连冠，如何评价这场比赛？,48,96,228w
3,国内汽车均价 18.2 万元，2019 年至今上涨 3.1 万元，价格战持续近两年，为何车价逐年走高？,44,100,139w
4,如何评价脱口秀演员付航获得《喜剧之王单口季》年度总冠军？,28,45,91w
5,晁盖攻打曾头市时被毒箭射中，箭上刻有“史文恭”的名字，他到底是死于谁手？,16,28,82w
6,美国知名设计师自称「因着装被劝离故宫」，他的穿着是否确实有碍观瞻？如何理解「穿衣自由」？,536,674,60w
7,听泉鉴宝到底什么来历？,103,313,59w
8,孙悟空拿的是棒，而现在的影视作品全都是棍，这是为什么？,373,620,58w
9,你对《小丑 2：双重妄想》这部电影的评价如何？,129,194,56w
10,联合国高票通过决议，要求以色列 12 个月内结束对巴勒斯坦领土的非法占领，该决议将有何影响？,426,794,47w
11,有什么画风很烂但是情节很有趣的漫画？,24,74,38w
12,摩尔线程技术如何？,27,194,37w
13,如何看待幻方量化放弃中性对冲策略？,23,250,34w
14,成都官方辟谣天价拆迁赔偿款，A 股成渝板块爆发，如何解读成都房地产市场前景？,215,681,21w
15,9月汽车销量280.9万辆，同比降1.7%，新能源车销量128.7万辆，同比增长42.3%，如何解读？,24,48,21w
16,为什么每个公司都有摸鱼的员工，但是这类员工反而还混的不错？,61,141,20w
17,苹果拼音输入法为什么打不出「倒反天罡」(Dǎo fǎn tiān gāng)？,82,198,11w
18,一只股票换手率低，说明什么？,257,375,5.8w
19,为什么锤石在近两年的全球总决赛版本中登场率如此低？,27,31,5.8w
