,title,answer_count,follower_count,detail_text
0,《年轮》的原唱到底是谁？行业内如何定义「原唱」归属权？,237,335,600w
1,电影《长安的荔枝》中导演大鹏原本考虑让李雪琴饰演杨贵妃，后放弃这一想法，贵妃不露脸有什么考量？,193,398,562w
2,小米第三款车昆仑 N3 即将发布，如何评价这款新车的市场前景和竞争力？,138,275,305w
3,马斯克转发懂车帝测试，称特斯拉没有本地训练数据，还取得最高成绩，怎样看待此次测试特斯拉取得的成绩？,151,219,289w
4,富豪在南非遭 6 吨公象突然踩踏身亡，为什么大象会突然攻击人？野外的大象有多危险？,33,66,181w
5,老虎虽然有脚，但不能踢人；虽然有爪，但不能挥拳打人，所以人类为什么打不过老虎？,251,299,179w
6,7月25日乒超联赛，樊振东 3-0 林诗栋，如何评价本场比赛？,118,168,177w
7,A 股强势突破 3600 点，从 3500 点到 3600 点仅用 5 天，该行情延续的可能性有多大？,91,187,166w
8,四川警方通报成都天府机场一汽车疑似失控行驶异常，系驾驶员长时间联系不上客人情绪急躁，这种行为有多危险？,117,216,157w
9,WNBA 全明星球员身穿「欠钱还钱」T 恤抗议，呼吁提高薪酬，这反映了哪些问题？,54,75,150w
10,7 月 25 日山西临汾市襄汾县发生 4.2 级地震，目前情况如何？哪些地方有震感？,20,37,135w
11,《明末：渊虚之羽》当前的处境，会给后续的国产游戏怎样的经验教训呢？,592,745,121w
12,第一个让你感到真正恐惧的电子游戏是什么？为什么？,860,6747,111w
13,自称猿辅导 HRBP 的员工发文称因反对「穿超短裙发奖品」被离职，是真的吗？若属实公司的做法合法吗？,57,79,110w
14,企业与学校同 6 名遇难学生家属协商赔偿，家属可以申请哪些赔偿？有哪些依据？,85,199,109w
15,付航脱口秀里提到的「速算甩手」是什么原理？速算真是靠疯狂甩手算出来的？,21,41,109w
16,中南大学技术员谭某兵因嫖娼被公开举报，校方回应「严重违反社会公德已停工」，他将承担哪些法律责任？,253,534,109w
17,为什么车企发布新车习惯从 7 开始命名？有哪些深层原因？,52,76,109w
18,为什么我们看到的星星总是一闪一闪的，而月亮却很少有这种现象呢？,16,46,108w
19,公安部王强称「目前我国市场上销售的汽车搭载的智驾系统都不具备自动驾驶功能」，怎样正确看待当下智驾功能？,688,1095,108w
