,title,answer_count,follower_count,detail_text
0,武汉4男子盗拆12座高压电塔，以废钢价格卖出获利53万，这是怎么做到的？他们将被判处何种刑罚？,62,150,528w
1,海尔集团老总被雷军带火后「出道」做账号，如何看待越来越多高管亲自下场做宣传？对企业是加分项还是风险项？,206,430,369w
2,学生买房给上海教授养老，去世后教授家属要霸占房产，真实情况是怎样的？教授家属能继承房产吗？,76,232,359w
3,如何评价《乱马1/2》漫画？,41,178,72w
4,台湾邀请日本前自卫队官员任职，中方已向日方提出交涉，如何看待这一行为？台湾当局有何目的？,171,304,71w
5,欧洲最大资管公司首席投资官称资本配置将从美国向欧洲和中国转移，全球投资者重新审视中国市场，如何解读？,97,284,70w
6,如果手机不慎丢失，微信支付宝绑定的银行卡怎么办？,34,318,59w
7,为什么墨西哥银元成为晚清民国时期中国的主要流通银元？,28,137,59w
8,解除德国的军事限制，真的会后患无穷吗？,196,320,59w
9,《火影忍者》佩恩之战，木叶村为什么防守力量如此弱？,75,107,59w
10,问界新 M5 Ultra 正式上市，售价 22.98 万元起，它将如何搅动 20 万级 SUV 市场？,281,486,58w
11,刘强东最新朋友圈发文称「技术算法不应该用来压榨最底层兄弟」，如何看待他的这一发声？对行业意味着什么？,707,1452,58w
12,国足再次输给沙特之后，国足争夺十八强赛小组第四的可能性还有多大?,63,89,58w
13,个人去医院卖鸽子汤有什么法律风险吗？需要餐饮证书吗？,35,184,58w
14,男子跨省大量举报「车窗抛物」，2.68 万奖金仅能兑现700 元，城管称其不正当牟利，如何看待此事？,399,853,58w
15,如何看待孙杨赛前占道热身，被官方催促「尽快离水，不要再继续训练」？,65,179,58w
16,如何评价《哪吒 2》延长上映至 4 月 30 日，最终票房能到多少？,202,353,58w
17,2025 年中科院分区表发布，与往年相比有哪些变化？还有哪些信息值得关注？,179,402,58w
18,为什么在社会评价中，大家好像「不喜欢」内向的人呢？,187,329,58w
19,儿歌究竟在小朋友的成长中起到了什么作用？是小朋友的成长「必需品」吗？,35,58,57w
