,title,answer_count,follower_count,detail_text
0,黄仁勋精准套现，抛售近5亿美元英伟达股票，股价已跌至100美元，还有多少泡沫？它的崩塌预示着什么？,91,354,811w
1,张本智和赛后崩溃跪地，称「宁愿去死都不愿面对这结果」，输掉这场团体半决赛，对他的打击有多大？,1041,2223,433w
2,张本智和变「魔鬼筋肉人」，手臂明显粗壮，胸肌也有了，国乒为什么不重视练肌肉呢？,35,72,225w
3,跆拳道亚军郭清丢金后哭泣，父母身体不好，家里有 5 个弟弟靠她养，如何看待这件事？,68,120,206w
4,网友称硕士毕业学位证被顺丰撕毁，具体情况如何？毕业证学位证可以补办吗？有哪些补救措施？,35,82,130w
5,美国西北大学吴瑛教授去世，她生前有哪些学术贡献？你对她有哪些记忆？,23,119,110w
6,我好像发现了一个统计学上的规律，有人能给出证明吗？,13,125,96w
7,如何评价杨志刚这位演员？,48,67,90w
8,2024 巴黎奥运会乒乓球女子团体半决赛，中国 3:0 横扫韩国挺进决赛，如何评价这场比赛？,16,25,87w
9,2024 巴黎奥运会女子举重 59 公斤级决赛，中国选手罗诗芳夺金，如何评价本场比赛她的发挥？,14,20,86w
10,如何评价漫画《一人之下》第681（725）话？,18,16,81w
11,婚前同居试婚发现很多问题，还有必要继续谈婚论嫁吗？,98,131,75w
12,作为心理学相关从业者或爱好者，有没有你反复看了很多遍的文学、艺术作品想要推荐？,21,98,59w
13,如何克服对领导的畏惧心理？,280,686,57w
14,巴黎奥运会女子 100 米栏复活赛，吴艳妮林雨薇无缘半决赛，如何评价她们在本届奥运会的表现？,206,277,56w
15,电池级碳酸锂跌至 8 万元/吨，多家锂电上市公司业绩亏损，新能源车又会降价吗？,29,149,56w
16,享界S9上市24小时大定超2500台，对于这个成绩你如何看待？,63,85,56w
17,樊振东在 2024 巴黎奥运会后会选择退役吗？,70,99,55w
18,2024 巴黎奥运会男子 3 米跳板决赛，谢思埸摘下金牌，王宗源获得银牌，如何评价本场比赛?,17,25,53w
19,长城汽车魏建军称「部分车企打假牌、出老千，呼吁进行全行业审计，看看谁有问题」，如何看待这一表态？,147,292,53w
