,title,answer_count,follower_count,detail_text
0,中国首款「蜂群母舰」九天无人机预计 6 月底首飞，会对未来的军事和民用领域带来哪些影响？,190,649,837w
1,如何评价特厨隋卞账号5月18日发布的视频《一个手艺人的违约史》?如何从法律和公关的角度看待？,100,143,437w
2,两名嫌疑人因涉嫌以怀孕为由敲诈勒索孙兴慜而被抓获，如何更好地保护名人的隐私和安全？,58,141,363w
3,新版的高中数学教材为什么要删掉极坐标系？,62,391,230w
4,字节跳动取消多项员工福利，严控餐食外带及禁止午休关灯，怎么看待这波操作？,762,2144,228w
5,男子不明原因腹泻一年暴瘦至 67 斤，多地诊断为肠炎最终确诊克罗恩病，为什么会被误诊？能完全治愈吗？,21,133,203w
6,英伟达计划在上海设立研究中心，此举将对我国 AI 芯片产业发展带来哪些影响？,74,225,190w
7,如何评价肖战、张婧仪主演的古装剧《藏海传》？,57,69,177w
8,为什么日本饮食一直都是分餐制？,22,45,156w
9,3 月中国减持 189 亿美元美债、持仓降至第三，英国升至第二，日本增持 49 亿美元，如何解读？,27,101,141w
10,情侣入住丽思卡尔顿酒店遭无人机怼窗拍摄，遇到这种情况可以怎么办？酒店该承担责任吗？,30,120,136w
11,新疆多地现不明飞行物，目击者称和月亮一样亮，几秒内突然加速消失，可能是什么？,129,739,131w
12,澳大利亚地理条件这么好，为什么人口比加拿大还少?,32,123,128w
13,耗资 10 亿的潮汕豪宅「英之园」将强拆，官方通报「将严肃追责」，怎样从法律角度解读？,164,484,125w
14,墨西哥海军一大型帆船撞上纽约大桥，涉事船只共载有 277 人，过桥为什么没有限高预警？暴露出哪些问题？,54,156,124w
15,浙江温州一名母亲在教育女儿时失手致其死亡，这起案件给我们带来了哪些警示？,309,509,123w
16,美方公布第六代战机更多细节，作战半径将超 1000 海里，隐形能力达「隐形++」，怎样评价这些技术？,642,1325,123w
17,广东一驴友在网红野景点溺亡，家属向 21 名同伴索赔 86 万，这合理吗？同伴应该承担哪些责任？,157,388,111w
18,如何评价《爱，死亡和机器人》第四季 ？,32,56,108w
19,2025 年多哈世乒赛混双第一轮，王楚钦/孙颖莎 3:0 获胜晋级，如何评价本场比赛？,118,172,106w
