,title,answer_count,follower_count,detail_text
0,山东一产妇剖宫产身亡，事故鉴定结论三度反转，涉事医生被停职，为何鉴定结果几度反转？如何看待责任认定？,187,526,568w
1,字节跳动将获约296亿美元银团贷款，全年最高700亿美元AI资本开支，字节正在变成一家「基建公司」吗？,81,368,305w
2,中国广电一体化电视适配器集采公告正式发布，将告别传统机顶盒，未来电视的观看方式将如何发展？你会购买吗？,209,292,259w
3,梅姨真实年龄曝光，在 70 岁左右，不到 71 周岁，律师称可以适用无期徒刑和死刑，哪些信息值得关注？,52,133,222w
4,如何评价智谱 9 月 3 日上线的夜间无限畅用活动？,42,106,170w
5,IGN中国给《鬼武者：剑之道》打8分，《黑神话：悟空》10分，与IGN的评分正好相反，对此你怎么看？,94,106,148w
6,蒋奇明火了之后好像很少见章宇演市井草根了，内娱的艺人生态位竞争有多激烈？一个类型是不是只能容下一人？,23,68,146w
7,苏州等地初中出现一个年级 90 多个班，为何会出现这种情况？超大规模办学会带来什么影响？,57,129,145w
8,「豆包手机」努比亚 NaviX Ultra 完成大模型备案与入网许可，计划9月开售，哪些信息值得关注？,44,106,145w
9,同样一道炒菜，马路边小饭馆卖30元，大饭店卖100元，有什么区别？,50,108,144w
10,美国能源部长称中方对委新产石油收入无债务债权，外交部表示中国在委合法权益须受保护，哪些信息值得关注？,40,85,144w
11,最近内存、存储甚至显卡涨价，一个个都说自己要当等等党，难不成你要等到2040年么？,219,378,144w
12,黄磊正式确认不再参与《向往的生活》后续录制，称核心原因是创作陷入瓶颈，怎样看待他的选择？,41,76,137w
13,金庸是不是把武穆遗书写的太神了，其他兵书没有这个作用吗？,44,66,131w
14,武汉大学接连陷入舆论风波，会对学校声誉造成哪些具体影响？在校学生怎么看？,79,162,129w
15,华为国行 5G 疑似回归，Mate90 系列入网，为何在此时选择回归？其 5G 回归有何技术突破创新？,22,25,126w
16,绝食一年能瘦多少？,146,210,125w
17,德克圣堂炸鸡中国首店开业，代排费炒至百元，如何看待如此热潮？,30,37,124w
18,为什么共享单车、共享充电宝都变这么贵了？是不是显现出共享经济是悖论？,81,136,122w
19,如何看待武汉大学教授曾梦琪被86 页长文举报，校方回应已启动调查？,447,1032,119w
