,title,answer_count,follower_count,detail_text
0,大一新生军训跑去旅游，网传学校报警寻人、教官被取消留役资格，校方回应该生正办理退学手续，如何看待此事？,1335,1910,1454w
1,四川大学等高校规定，有吸烟等消费型不良嗜好就取消学费减免资格，这一规定合理吗？,203,334,578w
2,浙江女子散步时被蝙蝠撞脸未发现伤口，医生称只要直接接触按 III 级暴露处置，这是为什么？,79,228,324w
3,现在纯牛奶每100毫升的蛋白质含量，怎么越来越高了？高的牛奶已经到4.0了?,99,339,295w
4,如何看待中共中央办公厅、国务院办公厅印发《关于分类推进高校改革的意见》？,97,461,268w
5,网友呼吁归还配料表中的白砂糖，它为啥重回白月光？食品饮料为何用果葡糖浆替代白砂糖？前者会影响健康吗？,61,105,248w
6,男子花84.51万拍下省财政厅公物仓「金观音」，一测几乎全是铜，物品系收缴赃物，问题出在哪？,317,855,228w
7,如何看待胡歌电影之路发展不顺？他路人缘那么好，为什么票房一直扑？,49,79,190w
8,一中大侠退学了，你怎么看？,70,280,171w
9,孙悟空为什么要向太阴星君行礼？,25,59,162w
10,为避免再次放错国歌，亚组委在韩国对阵中国香港的女子手球赛前，直接取消这一环节，如何看待此操作？,146,271,159w
11,闲鱼回应「暗藏涉黄产业链，涉大量未成年」，称已成立专项小组，情况有多严重？应怎样加强监管？,117,342,157w
12,红果短剧日均使用时长达 125 分钟超越抖音，你的日均刷短剧时长有多久？为啥短剧能让人刷得停不下来？,209,494,152w
13,韩立修仙修到最后，有孙悟空的几成实力？,123,189,143w
14,哪些角色/人物能让你惊呼「他们居然是同一个人」？,697,7107,126w
15,苏超的热度今年低了很多，你觉得会停办吗？,61,96,110w
16,如何看待ZCode道歉三天后开源：零git历史，注释写明开源版不享受活动权益？,114,259,108w
17,怎么看 Android 17 是自3.x以来，首次在没有向 AOSP 发布代码的情况下新增 API ？,19,44,92w
18,为什么现在掀起了对古早影视剧的吐槽热潮，比如步步惊心，如懿传之类的影视作品？,24,26,91w
19,如何看待《凡人修仙传》192集中马知墨赠与程天坤延龄果作为赔偿情节？这会对后续剧情产生什么影响？,31,36,90w
