,title,answer_count,follower_count,detail_text
0,有消息称多地格力专卖店更名为「董明珠健康家」，具体情况如何？更名后可能会给格力带来哪些影响？,349,521,759w
1,《哪吒 2》全球票房突破 121.20 亿，超越《侏罗纪世界》，成全球影史票房第九名，它还能冲多高？,300,524,671w
2,瓶装矿泉水在零下5度的车里一天也没结冰，为啥呢?,40,214,546w
3,中央时隔 6 年 3 个月再度召开民营企业座谈会，任正非、马云、王兴兴等企业家参会，释放了什么信号？,2160,7059,482w
4,部分大城市「社保代缴」已成为地下灰色产业链，为何社保挂靠代缴屡禁不止？放开个人缴纳社保户籍限制可行吗？,66,453,303w
5,如何看待江苏华设一中层员工在群里发言「无颜面对工资2490的员工」？,391,1359,291w
6,《哪吒 2》北美首周票房达 720 万美元，创国产电影北美最高首周末成绩，这一数据能说明什么？,134,292,280w
7,饺子能不能成为中国的宫崎骏?,325,386,262w
8,美国一客机在多伦多着陆时发生事故，机身翻转落地致 15 伤，现场情况如何？事故原因是什么？,64,93,207w
9,警方介入温州小学班主任校内身亡，学校对该教师实行末位淘汰制不属实，具体情况如何？,56,123,193w
10,如何评价作家李娟对打螺丝这一工作的感受？,205,350,172w
11,一颗小行星可能在 8 年后撞击地球，专家称中国已开始部署防御小行星撞击地球，目前防御能力怎么样？,35,90,153w
12,世界围棋团体锦标赛更新规则，称棋盘外情况均不处罚，这会对日后的比赛带来怎样的影响？,26,59,140w
13,多地调整公积金政策助力安居，如直付房租、提高贷款额度、延长贷款年龄期限等，此举具有哪些意义？,30,91,123w
14,《琅琊榜》里云南十万重骑兵是不是很扯?,208,281,94w
15,如何评价游戏《钢铁雄心4》DLC帝国坟场(Graveyard of Empires)?,26,31,92w
16,为什么很多年轻人在职场中渴望融洽的同事关系，却越来越倾向于远离群体活动？这种现象背后反映了什么？,36,71,78w
17,为什么战国时期秦国的变法其他六国不模仿呢？,25,25,69w
18,很多交易大师都歌颂耐心，把耐心捧到很高的地位，在期货交易中耐心真的那么重要吗？,38,40,63w
19,辕门射戟是不是被吹神了，这能证明吕布的战斗力吗？,185,294,59w
