,title,answer_count,follower_count,detail_text
0,《哪吒2》票房破 111 亿，奥斯卡评委喊话饺子「期待角逐奥斯卡，我会投票」，有多大的获奖可能性？,498,720,768w
1,微信目前正在灰度测试接入DeepSeek-R1大模型，有哪些信息值得关注？,130,470,372w
2,中国体彩辟谣 AI 预测中奖号码，表示「再强大的 AI，也无法预测彩票中奖号码」，有何警示？,219,300,272w
3,王毅外长用金庸小说名句回应中美关系「他强任他强，清风拂山岗」，怎样看待 DeepSeek 的翻译？,103,230,249w
4,为什么中国的读者非常厌恶玻璃大炮这种设定而几乎所有的国外奇幻或者科幻都喜欢玻璃大炮的设定呢？,58,145,204w
5,面对《蛟龙行动》票房失利，媒体人称「没人敢投资军事电影了」「大家以后都去看动画片吧」，如何评价该观点？,467,519,191w
6,腾讯的微信总部为什么在广州而不是深圳？,34,120,177w
7,苹果 CEO 库克官宣 2 月 19 日发布「家族最新成员」，结合现有爆料看可能是什么产品？,41,102,160w
8,为什么河南不产胡椒却有胡辣汤？,30,99,159w
9,如何看待 2025 年 2 月 17 日 A 股走势？会冲高吗？,46,70,123w
10,如何看待特朗普政府被曝曾建议乌克兰转让 50% 稀土矿所有权给美国？提议背后的战略意图是什么？,125,289,112w
11,《哪吒之魔童闹海》中，申小豹非死不可吗？,20,35,102w
12,如果月薪两万（对你来说挺高的），但是工作很不开心，你会辞职吗？,85,141,101w
13,作为一名米游三修玩家，如何评价当前（2025年2月）《原神》《崩坏：星穹铁道》《绝区零》三款游戏？,21,27,80w
14,过去的人都吃猪油，现代营养师却禁止，为什么？,55,83,78w
15,二刷三刷《哪吒2》的多吗？为什么会再刷?,166,204,59w
16,bitlocker明明很好用，为什么国内大多数人很抵触这个功能？,120,249,49w
17,中国古代很早就开始使用面食，为什么没有人发明面包和饼干呢?,115,186,39w
18,理论上来讲，米哈游的《崩坏3》 《原神》 《绝区零》 《星穹铁道》不氪金的话玩得舒服吗？,307,315,33w
19,网球世界第一辛纳药检阳性，与 WADA 达和解被禁赛 3 个月，怎样看待这一结果？,60,110,32w
