,title,answer_count,follower_count,detail_text
0,德甲樊振东1-3不敌阿吉雷、3-0战胜法尔克，如何评价这两场比赛？,94,146,382w
1,为什么分辨率是1920×1080，而不是2000×1000？,26,167,224w
2,如何看待世界第一高桥花江峡谷大桥的水幕灯光秀？值不值得一去？会带动当地旅游经济吗?,58,98,187w
3,如何看待网传小米OPPOvivo立项开发类似大疆Pocket3云台相机？,48,121,178w
4,除了月饼和螃蟹，还有哪些「隐藏款」中秋美食？,55,89,150w
5,男子从火车上铺跌落砸伤 10 岁女孩致骨折，男子称手头没钱回去筹钱后失联，这情况该如何维权？,29,61,136w
6,对于一些仅存几百只几千只的动物，真的值得花费那么大力气去保护吗？,24,55,122w
7,华为 Mate 80 系列 11 月发布，你对该机型有哪些期待？,85,140,111w
8,苏超淘汰赛的竞技水平是否已经接近中乙，这种比较合理吗？,31,51,108w
9,2025赛季F1新加坡大奖赛，拉塞尔夺冠，迈凯伦提前六站夺得制造商冠军，如何评价本场比赛？,18,16,104w
10,女子开新能源车排队 3 小时充电 1 小时，一路充了 5 次电，这反映了新能源车长途出行的哪些痛点？,193,385,103w
11,医生字迹太潦草，印度法官要求医学院增加书法课，为什么医生字迹潦草成了全世界通病？,17,55,103w
12,为什么老一辈的人似乎更坚韧，而年轻人却更容易陷入抑郁？,223,450,101w
13,如果华妃也有一个皇上以外的爱慕者会怎样？,27,34,100w
14,如果月饼界举办一场「黑暗料理大赛」，你认为哪种创新馅料会夺冠？,29,34,100w
15,曝《风林火山》导演让替身真上吊，原计划拍摄不超 10 秒但未按时喊停，这是真的吗？是否需承担法律责任？,61,130,100w
16,你对于 2025年诺贝尔生理学或医学奖的预测是什么？谁最有可能获奖？,92,219,100w
17,美国或将发行印有特朗普头像的 1 美元硬币，初稿已曝光，如何看待？这在法律上有争议吗？,296,636,99w
18,历史上的吕后究竟是一个什么样的人？,28,43,99w
19,巴勒斯坦加沙人民的未来在哪里？,95,152,97w
