,title,answer_count,follower_count,detail_text
0,南京教师因发表过激言语被停职，网传家长向学校写信称其对学生极度负责，希望恢复声誉与岗位，如何看待此事？,471,951,1364w
1,亚朵酒店中文标识被吐槽「靠英文才看懂」，「出尘」「相招」「共语」你能看懂吗？亚朵为什么这样命名？,199,382,311w
2,颜如晶一年跑1000公里，全马半马沙漠徒步都上了，最后只瘦2.9斤，为什么运动那么多，体重却几乎没变？,199,302,157w
3,我离职数月，老板突然打来电话说：让回去补签几份文件，当时交接漏签了。交接时都确认过，为什么还要补签？,33,61,133w
4,剧版《哈利·波特》定档圣诞开播，新版哈利赫敏罗恩亮相预告，从中能看出哪些信息？对此你有何期待？,49,71,121w
5,美以袭击伊朗进入第 27 天，当前局势如何？哪些信息值得关注？,287,678,120w
6,有人说主播和老师长期大声讲话、保持高亢状态，很「耗气血」、损耗健康，是这样吗？这里说的「气血」是什么？,68,208,119w
7,家里给了200w，打算做独立游戏，怎么做才能活下来？,275,489,119w
8,《洛克王国：世界》已于 3 月 26 日正式开服，体验过该游戏的玩家如何评价这款游戏？,39,53,119w
9,蔡依林的《布拉格广场》改编版，被调侃「一个是布拉格广场一个是万达广场」，你更喜欢哪个版本？,58,92,101w
10,玩了《都市天际线》之后，哪一件关于“城市是怎么运转的”的事最颠覆你之前的认知？,18,79,101w
11,深圳二手房价重返「6 字头」，单日成交量创近5年新高，楼市真的复苏了吗？,41,74,100w
12,伊朗倡议中东建立无美以联盟，出于哪些考量？当前中东局势下能建立起来吗？,127,313,100w
13,海底捞去年接待顾客 3.84 亿人次，同比下滑 7.5％，什么原因？海底捞怎么再把人「捞」回来？,72,109,99w
14,2526赛季NBA常规赛湖人 137:130 步行者，如何评价这场比赛？,26,21,96w
15,伊朗称击落一架美军F-18战机，美军中央司令部迅速否认，谁在说谎？如果属实，航母舰载机折戟意味着什么？,127,304,93w
16,你知道哪些「有味道」的冷知识？,28,75,92w
17,浙江一村招聘「西瓜主理人」，年薪 20 万起步，负责人称「本事比学历重要」，管好西瓜需要哪些技能？,15,54,90w
18,王羲之的书法到底牛在什么地方？,103,500,79w
19,为什么二里头除了成熟文字之外该有的都有，城址、宫殿、器物，却不能证明夏朝的存在？,23,30,75w
