,title,answer_count,follower_count,detail_text
0,中美元首在韩国举行会晤，哪些信息值得关注？,785,2555,1803w
1,中美经贸磋商成果共识公布，美方将取消所谓芬太尼关税，美方加征 24% 关税继续暂停一年，释放哪些信息？,552,1381,1739w
2,S15 淘汰赛 TES 3:1 淘汰 G2 晋级四强赛，如何评价这场比赛？,158,194,165w
3,山东 10 岁男孩玩耍被撞后被诊断有肿瘤，多器官遭切除，医院的处置合理吗？若存在问题需承担哪些责任？,51,96,140w
4,微软office的图标怎么变了？,52,91,124w
5,华为余承东称「车速跑到 120km/h，风阻消耗的能量可占总能耗 70% 以上」，有这么夸张吗？,197,371,112w
6,广东人想问问，北方人真的是一顿饭一个菜吗？,439,573,101w
7,线性代数在你的学科里有什么应用？,144,3497,84w
8,推出人造钻石不算自掘坟墓吗？那天然钻石还有市场吗？,66,93,78w
9,如何看待《王者荣耀》十周年官宣将推出新英雄「六耳」？,81,130,75w
10,体制内工作，如何停止精神内耗？,128,254,71w
11,作为电气专业的你，2026届求职情况如何?,61,134,70w
12,特朗普的亚洲行，从东盟和韩日等经济体获得了多少现实利益，美国又为此付出了什么，对其经济有何影响？,57,250,69w
13,如何理解int (*(*(*p)(int *))[4]) (int*)？,82,274,68w
14,一个家庭，教育孩子最重要的是什么？,96,155,65w
15,美联储10月30日再次宣布降息25个基点，并决定自12月1日起暂停缩表，如何解读？将产生哪些影响？,187,1063,65w
16,手机内存不是国产化了吗？为什么 2025 年手机内存价格会爆涨？,65,151,65w
17,《斗破苍穹》里萧炎能否删去穿越者这一设定？会对故事产生影响吗？,23,25,65w
18,是不是现在国内不怎么修运河了？为什么？,62,313,62w
19,神二十一瞄准 31 日发射，乘组由张陆、武飞、张洪章组成，他们分别具备哪些专业技能？将执行哪些任务？,52,168,61w
